basic_molodaia_gvardiia	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Хейердал Тур			Экспедиция «Ра». [Журн. вариант книги норвеж. путешественника, подгот.к печати в изд. «Мысль»]	Юность	1971	4	93—105
Долматовский Евгений			Может быть, кто-нибудь знает. — Сверчок в международномаэропорту. [Стихи]	Юность	1971	5	15
Поперечный Анатолий			Море и вечность. Стихи	Юность	1971	5	16
Квливидзе Михаил			Романтическая луна. — Очки. — Монолог Бараташвили. — «Я отрожденья дальнозорок...» [Стихи. Пер. с груз.: Е. Николаевская; Б. Ахмадулина; Д.Самойлов]	Юность	1971	5	21
Торайгыров Султанмахмут			Листья. — Страсть к девушкам. — Счастье. [Стихи. Пер. сказ.: С. Дрофенко. Вступит. заметка С. Санбаева]	Юность	1971	5	22
Друнина Юлия			Мушкетеры. — «Я принесла домой...» — Из крымской тетради. — Тост.— Работа. — Старая песня. [Стихи]	Юность	1971	5	60
Ваншенкин Константин			С войны! — «Была бы жизнь без этого пуста...» — Океан. — «Ниптиц и ни рыбок тут нет...» — «Так странно скрипела сухая...» — Характер. — Опасность.[Стихи]	Юность	1971	5	61
Межиров Александр			«Улетаю по работе...» — Автобус. — Рынка неподалеку... [Стихи].—	Юность	1971	5	82
Львов Михаил			«Как будто — в веках Сорок пятый...» — «На вокзале на Казанском...» —Дон-Кихот. [Стихи]	Юность	1971	5	14—15
Заурих Алексей			«Ночной состав скрежещет...» — Выставка военных трофеев. 45-й год. —«От вихря суеты...» [Стихи]	Юность	1971	5	15—16
Иванов Альберт			В День Победы. Рассказ. Ил.: Л. Хайлов	Юность	1971	5	17—20
Сурков Алексей			Благо народа — цель партии. [Заметки делегата XXIV съезда КПСС]	Юность	1971	5	2—4
Порчхидзе Шапва			Потому что зовусь поэтом Грузии. Стихи. Пер. с груз.: С. Дрофенко	Юность	1971	5	20—21
Аксенов Василий			Любовь к электричеству. Роман-хроника. Журн. вариант. Ил.: С.Бродский	Юность	1971	5	23—59
Телегин Владимир			Высота. Рассказ. Ил.: М. Лисогорский	Юность	1971	5	5—7
Мержанов Мартын			Тридцатое апреля. [О штурме рейхстага. 1945 г. Глава из подгот. кпечати книги]	Юность	1971	5	65—71
Корольков Юрий			Говорит «Пэ-Тэ-Икс». [Отрывок из повести «Где-то в Германии»,подгот. к печати в Политиздате]	Юность	1971	5	72—81
Ракша Ирина			Южак. Рассказ. Ил.: В. Гальдяев	Юность	1971	5	8—14
Лавлкиский Л.			В защиту жанра. [О лит. критике. Полем. заметки]	Юность	1971	5	87—89
Хейердал Тур			Экспедиция «Ра». [Журн. вариант книги норвеж. путешественника, подгот.к печати в изд. «Мысль»]	Юность	1971	5	93—103
Бону Павел			На могиле героев. — Птицы. — Ничейная земля. — Солнце. [Стихи]. Пер. смолд.: А. Преловский	Юность	1971	6	4
Доризо Николай			Наш век, не знающий предела. — Нежность. [Стихи]	Юность	1971	6	23
Широков Виктор			Бабкины половики. Стихи	Юность	1971	6	24
Соложенкина Светлана			«Мы даже не замечаем того, что бескрайностью дышим...» — «Нехочу и смотреть, а вижу...» — «Я больше рифм банальных не боюсь...» — «Задуй свечу...»— «Я не спешу...» [Стихи]	Юность	1971	6	25
Смирнов Виктор			Зимний день. [Стихи]	Юность	1971	6	65
Даганов Абдулла			Мое оружие. — «Дождь скакал за мною вдогон...» [Стихи]. Пер. с авар.:Ю. Нейман	Юность	1971	6	65
Завальнюк Леонид			«Не раз к истоку жизни возвращаясь...» — Баллада о первой любви.— В знакомом лесу	Юность	1971	6	70
Близнюк Семен			Мальчик, бегущий к реке. [О бегуне Е. Аржанове. Очерк]	Юность	1971	6	103—106
Ботвинник Михаил			Пишу правду. [О междунар. шахматном турнире в г. Ноттингеме(Англия). 1936 г. Глава из книги воспоминаний]	Юность	1971	6	104—108
Касаткин Михаил			Ночь на 1945 год. — «А самосад — душист, как сено...» [Стихи]	Юность	1971	6	23—24
Николаевская Елена			Июнь. — «Как быстро темнеет?..» — «Мне говоришь: — А вслух?..»[Стихи]	Юность	1971	6	24—25
Уварова Людмила			Будет музыка... Повесть. Ил.: Ю. Вечерский	Юность	1971	6	26—50
Левин Роман			Первый день войны. — Возвращение. — Это были мы. [Стихи. С примеч. С.С. Смирнова]	Юность	1971	6	3—4
Лиханов Альберт			Крутые горы. Повесть. Ил.: Р. Вольский	Юность	1971	6	5—22
Эренбург Илья			Летопись мужества. [Статьи о Великой Отеч. войне, напис. длязарубежной прессы. 1941—1945 гг.] Публикация Л. Лазарева. Предисл. К. Симонова	Юность	1971	6	51—60
Корольков Юрий			Говорит «Пэ-Тэ-Икс». [Отрывок из повести «Где-то в Германии»,подгот. к печати в Политиздате]	Юность	1971	6	75—90
Хейердал Тур			Экспедиция «Ра». [Журн. вариант книги норвеж. путешественника, подгот.к печати в изд. «Мысль»]. Пер. с норвеж	Юность	1971	6	91—102
Зумакулова Танзиля			«Кирке себя подставит камень гор...» — «И если правда, мылишь гости здесь...» [Стихи]. Пер. с балкар.: Н. Гребнев	Юность	1971	7	33
Дементьев Андрей			Сентябрь. — Мы добры. — Приходи, весна! — Ничего неоспорю. — Смеются дети. [Стихи]	Юность	1971	7	52
Синельников Михаил			Степная дорога. — Киргизская охота. [Стихи]	Юность	1971	7	56
Ковальджи Кирилл			Баллада о любви. — «Я опять упускаю возможности...»[Стихи]	Юность	1971	7	58
Искандер Фазиль			Кофейня. — «Идолы убожеств...» — «Глухонемая девочкасоседа...» [Стихи]	Юность	1971	7	63
Богучаров Александр			Там, в земляничном Ужуре... — «Имейте мужествописать...» [Стихи]	Юность	1971	7	70
Гордейчев Владимир			«Говор галочий убыл...» — «Бывает так: заспорят двое...»[Стихи]	Юность	1971	7	71
Храмов Евгений			«В Ялуторовске, городке сибирском...» — Романс. [Стихи]	Юность	1971	7	71
Кружков Григорий			«Вот и время писать о любви...» — Из военного детства.[Стихи]	Юность	1971	7	79
Тарас Валентин			Первая молния. Повесть. Ил.: А. Лурье	Юность	1971	7	2—31
Белкин Владилен			Бетонщик. — «Все уже круг наш поределый...» — «Не бойтесьшумных...» [Стихи]	Юность	1971	7	31—32
Шкляревский Игорь			«Сегодня тревожно запахло весной...» — «Уже в поляхлетает паутина...» — «В открытом тамбуре на черном сквозняке...» — «Я спал и неслышал, как ливень шумел...» — «Листвой заваленный паром...» — «Я и зимой тебя неразлюбил!..» — «Поэзию не понимал...» — «Пустует синичья кормушка...» [Стихи]	Юность	1971	7	32—33
Уварова Людмила			Будет музыка... Повесть. Ил.: Ю. Вечерский	Юность	1971	7	34—49
Злотников Натан			«Когда своих друзей искал...» — Памяти Сергея Дрофенко. —«Две тулки, да ягдташ...» — «Этот слабый метели замах...» — «Дождемся тишины...» —«Тяжелых темных сосен докучливый дозор...» — «Я вижу ваши степи, Сатимжан...» —«По Москве-реке скользило «сало»...» [Стихи]	Юность	1971	7	50—51
Руднев Олег			Анита. Рассказ. Ил.: А. Максимов	Юность	1971	7	53—56
Куняев Станислав			«Приснилась первая любовь...» — «Я приеду...» — «Горькийзапах весенних дубов...» — Земные сны. — «Скоропалительный недуг...» — «Жизнь ипамять...» [Стихи]	Юность	1971	7	57—58
Гусейнов Чингиз			Острова. Рассказ. Авториз. пер. с азерб.: М. Давыдова	Юность	1971	7	59—62
Розов Виктор			Я счастливый человек. Из [автобиогр.] книги «Путешествие вразные страны»	Юность	1971	7	65—70
Волгин Борис			Ученый — кто же это такой?	Юность	1971	7	94—99
Окуджава Булат			Напутствие сыну. — «Боярышник «пастушья шпора»...» — Стариннаястуденческая песня. — «Былое нельзя воротить...» — Приезжая семья фотографируется наплощади Пушкина. [Стихи]	Юность	1971	8	25
Корнилов Владимир			«Кто не мастер — несчастен...» — Лето. — Живопись. — Пишущаямашинка. [Стихи]	Юность	1971	8	27
Рубцов Николай			Из восьмистиший. — Соловьи. — Дорожная элегия. [Стихи]	Юность	1971	8	36
Соколов Владимир			«Эта память, как странное зимнее озеро...» — «Ты плачешь в зимнейтемени...» — «Я не боюсь воскреснуть...» — «Нет школ никаких...» [Стихи]	Юность	1971	8	49
Суворина Екатерина			«Будто бешеные кони...» — «По ночам иногда...» [Стихи]	Юность	1971	8	50
Невская Тамара			Швеция. — Песня. [Стихи]	Юность	1971	8	52
Ульянова Ираида			Речка Сим. Стихи	Юность	1971	8	52
Крученюк Петря			Десятистишия: «Я зачитался книгой бытия...» — Осеннее раздолье. —Улетают мысли. Пер. с молд.: Е. Елисеев	Юность	1971	8	70
Мовчан Павло			«Тот щедрый день уже — «когда-то...» — Союз с душой. — Охота.[Стихи]. Пер. с укр.: Ю. Ряшенцев	Юность	1971	8	77
Шаповалов Михаил			«Сколько жалости, нежности, боли...» — «Волгой штормовыхянварей...» — «Целую женщину в уста...» — «Птичьи стаи гортанноголосы...» [Стихи]	Юность	1971	8	85
Славич С.			Из жизни Георгия Веретенникова. Докум. повесть. Ил.: Ю. Цишевский	Юность	1971	8	2—24
Уварова Людмила			Будет музыка. Повесть. Ил.: Ю. Вечерский	Юность	1971	8	28—48
Антокольский Павел			Из новой поэмы. Стихи	Юность	1971	8	48—49
Рецептер Владимир			«Когда в черноморской волне...» — Соединенье двух картин...» —Вид из окна. [Стихи]	Юность	1971	8	50—51
Проталин Валентин			Первый лед. — «Совершилось. Наконец освободился...» [Стихи]	Юность	1971	8	51—52
Жирмунская Тамара			Вместе со светом. Лирич. повесть. Ил.: А. Флерова	Юность	1971	8	53—61
Купцов Иван			Трудное дело портрета. [О портретной живописи]	Юность	1971	8	62—66
Керцелли Лариса			Когда была война. Рассказы: На второй полке в теплушке. — Вдесятый раз «Большой вальс». — Как мы ели картошку и слушали музыку. — Сегодня ячетыреста семнадцатая. — Уезжаю. Ил.: Б. Трошин	Юность	1971	8	71—76
Баранская Наталья			Отрицательная Жизель. Рассказ. Ил.: И. Оффенгенден	Юность	1971	8	78—81
Аксенов В.			Рассказ о баскетбольной команде, играющей в баскетбол. [О ленингр. команде«Спартак». Очерк]	Юность	1971	8	98—102
Коротаев Виктор			«Не преступлю дозволенных пределов...» — «Прошла моя порадовольства и веселья...» — «Можно все еще вернуть...» — Март. — Конь. [Стихи]	Юность	1971	9	61
Ласуриа Мушни			«Я люблю твой нрав, Кодор...» — Форель и соловей. [Стихи]. Пер. сабхаз.: Ф. Искандер	Юность	1971	9	64
Ботвинник Михаил			Первые ходы. Глава из воспоминаний	Юность	1971	9	101—106
Слуцкий Борис			Моя средняя школа. — Солдатский отпуск. — Заболоцкий спит витальянской гостинице. — «Делайте ваше дело...» — «Своим стильком плетения словес...»— Отец. [Стихи]	Юность	1971	9	18—19
Винокуров Евгений			Веселость. — Метафоры. — Родня. — Сенсация. [Стихи]	Юность	1971	9	19—20
Никольский Борис			Чужая жизнь. Повесть. Ил.: Л. Корсаков	Юность	1971	9	2—17
Козловский Яков			Стояли дни с высоким небом. — Колечко. — «Гроза иссиня-бураякосмато...» — В чебуречной. — «Тебе ли памятно самой...» — В Черногории. [Стихи]	Юность	1971	9	20—21
Карелин Лазарь			Головокружение. Повесть. Ил.: Л. Бирюков	Юность	1971	9	22—60
Дрофенко Сергей			Надпись на книге. — Замоскворечье. — Новый Иерусалим. — «Чтоможет быть трудней...» — «Полуночничает возраст...» — «Медлительны и нелюдимы...» —«Сегодня мне опять приснишься ты...» — Память. — Цветы. — Поэт. [Стихи]	Юность	1971	9	62—63
Ревич Александр			«Совсем я не был зол или жесток...» — «Видно, я умру в своейпостели...» — «Не могу, когда плачет ребенок...» [Стихи]	Юность	1971	9	63—64
Севастьянов Виталий			Земные связи человека. [Психофизиол. состояние человека в длит.космич. полете]	Юность	1971	9	65—70
Очаковская Л.			...Любимые твои ученики. [Заметки учительницы]	Юность	1971	9	77—81
Плисецкая Майя Михайловна			Разговор с Майей Плисецкой. Интервью вела Р. Шейко	Юность	1971	9	82—86
Чуковский Корней			Толстой как художественный гений. [О Л. Н. Толстом. Статья, напис.в1908 г.]	Юность	1971	9	87—94
Полунов Гр			Философия семи отмеров. [О методах исследования напряжений]	Юность	1971	9	95—100
Тряпкин Николай			Веретена. — Песня. — «Свет ты мой робкий, таинственный цвет!..»[Стихи]	Юность	1971	10	2
Ботвинник Семен			В Москве проездом... — «Я ехал из Крыма уже к ноябрю...» — «Все тоже: и ветер, и птица...» — Тропинка, ведущая к школе. [Стихи]	Юность	1971	10	3
Белявская Елена			«В садах укрылся город наш...» — «Еще нигде трава не пожелтела...» —«Внизу твой домик в три окна...» —Яблоко. [Стихи]	Юность	1971	10	16
Иванова Анна			«В сердце моем...» — Мыши. — Любовь. [Стихи]	Юность	1971	10	17
Кочармин Николай			Пахарям. Стихи	Юность	1971	10	17
Шефнер Вадим			Знакомое место. — Невод. — «Ты в былое свое оглянись...» [Стихи]	Юность	1971	10	48
Лоик			Чаша Хайяма. [Четверостишия]. Пер. с тадж.: П. Гребнев	Юность	1971	10	50
Костюрин Диомид			Старый дом. — «Летят календарные листья...» [Стихи]	Юность	1971	10	51
Рахманин Борис			«Под сентябрьским солнцем коротким...» — «Вот полем боя, межокопами...» — «Рвущаяся в завтра...» — «К рассвету лампа так устало светит...» [Стихи]	Юность	1971	10	61
Купцов И.			Энциклопедия Игоря Грабаря. К 100-летию со дня рождения	Юность	1971	10	65
Данилов Семен			«Дивно думать, что в веках...» — «Я за веселою зарей, слепящей очи...»[Стихи]. Пер. с якут.: В. Шаргунов	Юность	1971	10	77
Рейнер Ю.			Поэтическое видение мира. [О выставке работ худож. О. Вуколова в ред. журн.«Юность»]	Юность	1971	10	111
Дмитриев Олег			Возвращение в город. — Утром, в день рожденья Фета... — Марсель. —«Дымчатые кисти винограда...» [Стихи]	Юность	1971	10	15—16
Искандер Фазиль			День Чика. Повесть. Ил.: К. Соколов	Юность	1971	10	18—48
Гоник Владимир			Рассказы молодого врача: Практика перед дипломом. — Первая зима.—Операция. Ил.: Р. Вольский	Юность	1971	10	4—14
Голубков Дмитрий			Дымок. — Ильмень-озеро. — На биостанции. — Цветные сны.[Стихи]	Юность	1971	10	49—50
Бобров Эдуард			Военная игра. Рассказ. Ил.: И. Бронников	Юность	1971	10	52—55
Лавлинский Л.			О «тихой» лирике. [Заметки критика]	Юность	1971	10	56—61
Василевский Борис			Зима на устье Илима. Рассказ. Ил.: Ю. Цишевский	Юность	1971	10	66—69
Стальский Н.			Шаги часов. [Воспоминания делегата VII съезда ВЛКСМ. 1926 г.]	Юность	1971	10	78—80
Гладков Т.			«Как ни трудно, работу не прерывайте...» [О переписке И. П. Павлова спатофизиологом С. И. Чечулиным. С публикацией писем]	Юность	1971	10	81—86
Филиппов Борис			Как я стал «Домовым». Из книги [театр.] воспоминаний	Юность	1971	10	87—96
Зерчанинов Юрий			Кто где, а Мухин на крыше. [Заметки о финальных соревнованиях VСпартакиады народов СССР]	Юность	1971	10	97—101
Сухарев Дмитрий			«Казалось бы, вовсе не сложно...» Стихи	Юность	1971	11	52
Темин Леонид			«Слегка туманен воздух...» Стихи	Юность	1971	11	52
Павлинов Владимир			Шиповник. — Привал. — «Красная стрела». [Стихи]	Юность	1971	11	62
Коськов Лев			«Не надо слов...» — Анне Ахматовой. — «А ей все нету угомона...» —«Превозмогу я все печали...» [Стихи]	Юность	1971	11	63
Чуев Феликс			Гатчина. — «Столкновение встречных потоков...» [Стихи]	Юность	1971	11	64
Пинчук Игорь			Баллада о потерянном рассудке. Стихи	Юность	1971	11	65
Городницкий Александр			Сентябрь. — «Привет тебе, розово-белый...» [Стихи]	Юность	1971	11	86
Шаламов Варлам			Луноход. — «Коварна карта марта...» — «Стоял я тихо возле скал...» —«Читать стихи, сбиваться с шага...» [Стихи]	Юность	1971	11	89
Токарев Станислав			Турне, или две недели с фигуристами, проведенные мною в роли,которую трудно сформулировать	Юность	1971	11	104—108
Магомед-Расул			«Дикарка». Повесть. Авториз. пер. с даргин.: В. Михальский. [С предисл.Р. Гамзатова]	Юность	1971	11	2—49
Рождественский Роберт			Пришельцы. — Встреча Нового года. — Стихи о собаках. — Закулисами. [Стихи]	Юность	1971	11	50—51
Нагибин Юрий			Как трудно быть учителем! Рассказ. Ил.: Р. Вольский	Юность	1971	11	53—61
Роя Инара			Волосы в Освенциме. — Вертись, земля. —Дождь. [Стихи]. Пер. с латыш.: А.Пухов	Юность	1971	11	63—64
Прокофьев М. А.			Пути советской школы. [Беседа с министром просвещения СССР М. А.Прокофьевым]	Юность	1971	11	66—69
Воронов Вл			Ответственность. [О нравств. идеалах соврем. сов. прозы]	Юность	1971	11	70—76
Латынина Алла			Мир Достоевского. К 150-летию со дня рождения писателя	Юность	1971	11	77—80
Фролов Алексей			Человек и вещи. [Внедрение науч. организации труда в произв.объединении «Большевичка». Москва]	Юность	1971	11	81—86
Емельянов В.			Все остается людям... [Из воспоминаний о С. П. Королеве]	Юность	1971	11	90—94
Дорофеева Вера	Дорофеев Виль		Выстрел в плазму. [О науч. исследованиях молодыхученых Физ. ин-та АН СССР П. Крюкова, Ю. Сенатского, С. Захарова. Очерк]	Юность	1971	11	97—103
Сергеев Марк			Вожатый. Стихи	Юность	1971	12	3
Алиханов Сергей			«Мне вспоминается песчаный берег речки...» —«Прекраснейшее из призваний...» [Стихи]	Юность	1971	12	4
Беляев Михаил			«Воротынское поле...» — «Просторы вырастают...» —«Грянет холод, грянет...» — «Снега летят сквозь рамы...» [Стихи]	Юность	1971	12	11
Кашежева Инна			«Стараясь вопреки рассудку...» — «Питаюсь ястрастями, как сластями...» — «О, где ты, стиль эпистолярный?..» [Стихи]	Юность	1971	12	13
Ошанин Лев			Будапешт. — «Краса осеннего листа...» [Стихи]	Юность	1971	12	52
Матвеева Новелла			Рубай о зависти. — Подземелья. — Цветная ночь.[Стихи]	Юность	1971	12	53
Балашов Эдуард			«Я забыл ваше имя...» — «Война...» [Стихи]	Юность	1971	12	62
Пашков Юрий			Военное дело. — «Стоял народ и слушал сводку...» — «Снеба самолетик мой низвергся...» [Стихи]	Юность	1971	12	63
Дариенко Петря			Наказ отца. Стихи. Пер. с молд.: А. Богучаров	Юность	1971	12	63
Ахматова Анна			Из неопубликованного. Стихи: «Чей-то голос звучит укрыльца...» — «Отпусти меня хоть на минуту...» — «Сколько б другой мнени выдумал пыток...» — «Не давай мне ничего на память...» — «Молитесьна ночь, чтобы вам...» — «Все в Москве пропитано стихами...» — «Иничьему не веря славословью...» — Из большой исповеди. — Из «Дневникапутешествия». — «Ты — верно чей-то муж или любовник чей-то...» —Самой поэме	Юность	1971	12	64
Красавцев Евгений			В тайге. — «Не кукуй, моя кукушка, сколько лет...»[Стихи]	Юность	1971	12	91
Латынин Леонид			Работа. — «И снова день распался на часы...» — «Нет, неметель, а листопад...» — «А день подаренный не гас...» — «Тихо у светлогосада...» [Стихи]	Юность	1971	12	11—12
Гринин Семен			Бухарские стихи. — Родной язык. — «Я снова за тобоюследую...» [Стихи]	Юность	1971	12	12—13
Ткаченко Анатолий			Праздник большой рыбы. Повесть. Ил.: Г.Пондопуло	Юность	1971	12	14—52
Вышеславский Леонид			Утренняя почта. — Лодка. — Фигурное катание.— Дом поэта. [Стихи]	Юность	1971	12	3—4
Борисов Евгений			Обычный рейс. Рассказ. Ил.: А. Головченко	Юность	1971	12	5—10
			К 150-летию со дня рождения Н. А. Некрасова. [Статьи]: А. Сурков.Великий демократический поэт России. — II. Карп. Дух гнева и печали	Юность	1971	12	54—62
Наумова Н.			О зрелости подлинной и мнимой. [Отклик на статью С.Иконниковой, А. Фролова «Трудно ли стать взрослым? Диалог омолодежи в новой пятилетке ведут социолог и журналиста в журн.«Юность» 1971 2]	Юность	1971	12	65—66
Амлинский Владимир			Мальчишки без девчонок. [О дет. колонии дляправонарушителей. Очерк]	Юность	1971	12	67—78
Федоров Евг			По законам природы. [К проблеме охраны природы]	Юность	1971	12	79—85
Зерчанинов Ю.	Силецкий А.		Фурмановы и Чапаевы. К 80-летию со днярождения Д. А. Фурманова	Юность	1971	12	88—89
Преображенский С.			Певец отважных людей. К 70-летию со днярождения А. А. Фадеева	Юность	1971	12	90—91
Ефремов Евгений			«Урок географии...» — Песня о родном городе. [Стихи]	Юность	1972	1	3
Портнов Владимир			«Я шел, заплеванный болотом...» Стихи	Юность	1972	1	3
Хубиев Назир			Лавина. — Город зеленого листа. [Стихи. Пер. с карачаев.: К. Симонов; М.Синельников]	Юность	1972	1	34
Година Николай			Мама. Стихи	Юность	1972	1	35
Лавринович Владимир			Подъем. — Руда. [Стихи]	Юность	1972	1	35
Пахомов Виктор			Сон. — «Эти «МАЗы» в ночи...» — Актриса. [Стихи]	Юность	1972	1	36
Поликутин Евгений			«Забываю о славе и прочем...» — «А женщина простит...» — «Ився-то жизнь — осенним полем...» [Стихи]	Юность	1972	1	37
Таран Лев			Деревня Казанка. Стихи	Юность	1972	1	37
Щеглов Лев			Имена. — Снегири. — В библиотеке. [Стихи]	Юность	1972	1	41
Смертина Татьяна			«Солнце качалось...» — «За рекою парома не видно...» [Стихи]	Юность	1972	1	42
Щербинский Николай			На автобусной остановке. Стихи	Юность	1972	1	42
Кравченко Анатолий			«Когда отдымит метелью февраль...» Стихи	Юность	1972	1	43
Титов Анатолий			«Я присягал звезде и стягу...» — «Пылится сад...» [Стихи]	Юность	1972	1	43
Кац Генрих			Дорога. — Удивленье. [Стихи]	Юность	1972	1	44
Ковалев Константин			«Ночью я черною птицей в окно вылетаю...» — Картошка. [Стихи]	Юность	1972	1	44
Герасимов Виктор			«Вода бурлила в зареве ручья...» — Дети. [Стихи]	Юность	1972	1	48
Фенев Александр			Сверчок. — Венера. [Стихи]	Юность	1972	1	49
Грачев Николай			«Пошехонье, Суздаль, Кострома...» Стихи	Юность	1972	1	50
Петрова Елена			«Вам никогда не снились сны...» — «Что ни изба — к реке крылечко...»[Стихи]	Юность	1972	1	50
Мнацаканян Сергей			«Под вечер занавески...» — «На цыпочках крадется тишина...»[Стихи]	Юность	1972	1	58
Поярков Игорь			«Перекоп...» — «В горах Крестовый перевал...» [Стихи]	Юность	1972	1	92
Нысаналин Аян			«В душе казаха двум напевам тесно...» — Жаворонок. [Стихи]. Пер. сказ.: В. Савельев	Юность	1972	1	92
Прохин Виктор			Две новеллы: 1. Телевизор. — 2. Красные розы. Пер. с молд.: Б. Мариан.Ил.: А. Чернов	Юность	1972	1	38—41
Бологов Александр			«Сто тринадцатый». Повесть. Журн. вариант. Ил.: В. Лукьянчиков	Юность	1972	1	4—34
Телегина Валентина			Слова любви. — «Стучали холодные струи...» [Стихи]	Юность	1972	1	43—44
Басария Этери			Балагур. Рассказ. Ил.: А. Ахальцев	Юность	1972	1	45—48
Рязанова Алла			Зимнее. — Меня спросили. [Стихи]	Юность	1972	1	49—50
Грузин Валерий			Единственная... Рассказ. Ил.: А. Барахтянский	Юность	1972	1	51—58
Рогов Игорь			Третья Таранчинская. Рассказ. Ил.: Г. Пондопуло	Юность	1972	1	59—64
Шпитальный Юрий			Ленкина мышка. Рассказ. Ил.: В. Терещенко	Юность	1972	1	65—67
			К 75-летию Валентина Катаева. [Статьи:] А. Вознесенский. Катаев-75. (Юбилейныйпортрет с поздравлениями и подарками). — Ю. Нагибин. Незабываемое	Юность	1972	1	68—71
Вознесенский Андрей			Яблоки с бритвами. — Старинная песня. — В альбом студентамБеркли. [Стихи]	Юность	1972	1	70—71
Мокроусов Борис			Комсомольская награда. [О премиях Ленинского комсомола за работыв области науки, техники и производства]	Юность	1972	1	93—96
Дементьев Андрей			«Красная площадь.,» — Слова. — «Гроза неслась,гроза играла...» — «Весь мир в слезе твоей одной...» — «Бродит по лесуосень...» — «Рано нас покидают дети...» — «Обидно, что ко мне пришла...»[Стихи]	Юность	1972	2	10
Коростылева Валентина			«Сейчас зима, и дремлет жизнь лесная...» —«Пусть ран моих уже не счесть...» — «Опасно выходить одной к реке...» —Без меня. [Стихи]	Юность	1972	2	93
Карпеко Владимир			Белое и синее. Стихи	Юность	1972	2	101
Фоос Юрий			«И в полдень ты еще была...» — В тумане. [Стихи]	Юность	1972	2	101
Ботвинник Михаил			Год 1933-й. Глава из воспоминаний [шахматиста]	Юность	1972	2	104—107
Кипиани Эдишер			Шапка, закинутая в небо. Повесть. Журн. вариантАвториз. пер. с груз.: А. Беставашвили. Ил.: В. Юдин	Юность	1972	2	11—52
Руднев Олег			Рекомендация. Рассказ. Ил.: Ю. Цишевский	Юность	1972	2	2—7
Кулиев Кайсын			«Я жил, работал я во имя хлеба...» — ДавидуКугультинову. — «Как будто от арбы усталый вол...» — «Моя былаяспутница беда...» — «Учись у Баха, что в былые годы...» — Вечер. [Стихи].Пер. с балкар.: П. Гребнев	Юность	1972	2	52—53
Бубнис Витаутас			Три рассказа: Сын старого лесника. — Яма. —Сломанная лыжа. Пер. с литов.: Ф. Дектор Ил.: М. Файдыш	Юность	1972	2	54—59
Ряшенцев Юрий			«Между небом и землей...» «В малиновых кустахВалдая» — Сад. — Ахсарисарская баллада. — «При нежилом мерцаньявлаги...» — «Кому бы участь легкую такую!..» [Стихи]	Юность	1972	2	59—60
Мориц Юнна			Стихи о феврале. — Причины холодов. — Побережье. —Зимний праздник. — Лето. — Яблоки. — Стихи о ребенке. [Стихи]	Юность	1972	2	61—62
Андроников Ираклий			Первый раз на эстраде. [Рассказ]	Юность	1972	2	63—71
Федоров А.			Тридцать лет тому... [О боевых подвигах летчиков 9-го Отд.бомбардировочного авиац. полка в битве под Москвой. 1941—1942 гг.Воспоминания]	Юность	1972	2	77—81
Друнина Юлия			Друня. — Десант. — Бинты. — «Как уменьшили мирсамолеты...» — Из фронтового дневника [Стихи]	Юность	1972	2	8—9
Ушаков Николай			Эстония. Остров Аэгна, 1971. Стихи	Юность	1972	2	8—9
Посохин Михаил Васильевич			Молодой город Москва. [О Генер. планеразвития столицы. Беседа с гл. архит. Москвы М. В. Посохиным. ЗаписалВ. Славкин]	Юность	1972	2	82—86
Блок Георгий			Нефть крупным планом. [Перспективы месторождений]	Юность	1972	2	87—93
Ваншенкин Константин			Из книги «Наброски к роману».[Воспоминания:] Алеша Фатьянов. — Твардовский. — О Светлове	Юность	1972	2	96—100
Дружков Николай			Глубины. Стихи	Юность	1972	3	2
Михайлов Игорь			Стихи о Воркуте	Юность	1972	3	2
Гевелинг Александр			Письмо сыну. — Братство. [Стихи]	Юность	1972	3	6
Михайлик Юрий			«Лодки подняты на берег...» — «Раз-два, три-четыре...»[Стихи]	Юность	1972	3	7
Андреева Галя			«Вечерних ласточек пронзительные крики...» — «Твойкрасный мотоцикл исчезнет за углом...» [Стихи]	Юность	1972	3	9
Михановский Владимир			Пустыня. Стихи	Юность	1972	3	9
ОктНаровчатова Ольга			Подражание Роберту Бернсу. — «Луна в зеленыйпруд упала» [Стихи]	Юность	1972	3	37
ОктОзеров Лев			«Синева Онеги стальная» — «Как царапина на свинце...» —«Облака, что кони в беге» [Стихи]	Юность	1972	3	63
Век Татьяна			«Ты дура-замухрышка...» — Финский залив. [Стихи]	Юность	1972	3	64
Коротич Виталий			Весна. — Осень. [Стихи]. Пер. с укр.: Ю. Мориц	Юность	1972	3	64
Гофман Генрих			Двое над океаном. Повесть. Ил.: Г. Новожилов	Юность	1972	3	10—34
Арканов Аркадий			Ставлю на «Днепр». [О футбольной командеДнепропетровска]	Юность	1972	3	104—107
Демидов Павел			Северные новеллы: Снежная баллада. — КонцертРахманинова. Ил.: М. Лисогорский	Юность	1972	3	3—7
Шкляревский Игорь			«Подул холодный, резкий, яркий...» — Моипрекрасные страдания. — «Месяц ликованья птиц...» — Анна Валерия. —«Природа спит с открытыми глазами...» — «Похоронили меня и тебя...»[Стихи]	Юность	1972	3	35—36
