basic_molodaia_gvardiia	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Малыхин, Владимир.			Февральский снег. Рассказ. Илл.: В. Алексеев	Юность	1964	2	25—30
Старшинов, Николай.			Полезнейшее дело. — Говорят деревья. — Из детства. — Дочеримоей — Руте. [Стихи]	Юность	1964	2	31—32
Суворина, Екатерина.			Ксана Муратова — фронтовая артистка. Повесть. Илл.: И. Блиох	Юность	1964	2	33—58
Друнина, Юлия.			«Сколько шика в нарядных ножках!..» Стихи	Юность	1964	2	4
Жданов, Игорь.			Комсорги. Стихи	Юность	1964	2	4
Щипачев, Степан.			Помню... Стихи	Юность	1964	2	5
Цыбин, Владимир.			Предчувствие. — «Морщинами рожденье песен...» — «Я стою стобой...» — Спокойствие. [Стихи]	Юность	1964	2	5—6
Вегин, Петр.			Колыбельная. Стихи	Юность	1964	2	58
Вильямс, Люсита.			«Ленин — человек и его дело». Как родилась книга А. Р. Вильямса о В.И. Ленине. [Из воспоминаний жены америк. публициста. С предисл. ред.]	Юность	1964	2	59—62
Бобров, Л.			Соль земли. [О задачах развития агрохимии в свете решений декабрьскогоПленума ЦК КПСС]	Юность	1964	2	63—67
Моисеев, Олег.			Отречение от бога. [О недостатках в организации атеистич. пропаганды вБраславском районе Витеб. обл. Докум. очерк]	Юность	1964	2	68—71
Абдашев, Юрий.			Два рассказа: 1. Летающие острова. — 2. Неоконченная акварель. Илл.:В. Высоцкий	Юность	1964	2	7—20
Заславский, Виталий.			Смена. Стихи	Юность	1964	2	72
Фимин, Валерий.			Тревога. Стихи	Юность	1964	2	72
Волынский, Леонид.			Зеленое дерево жизни. [О франц. живописи конца XIX—начала XXвв. Главы из одноим. книги, подгот. к печати]	Юность	1964	2	73—89
Домрачев, Мих.			Незабываемое. (Записки старого комсомольца)	Юность	1964	2	94—98
Никитин, А.			Прочитаны древнейшие письмена. [О работе А. А. Ваймана по расшифровкешумерских пиктограмм]	Юность	1964	3	100—101
