aut_lastn, aut_firstn	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Чаковский Александр			Блокада. Роман. Кн. 3	Знамя	1971	8	17—69
Хайновский В.	Шойман Г.		Наемники империализма. История одной жизни и смерти.[Статья публицистов ГДР]	Знамя	1971	8	183—201
			Пафос времени — пафос литературы. [Ред. статья]	Знамя	1971	8	211—216
Гринберг И.			Осознание силы. [О развитии многонац. сов. литературы]	Знамя	1971	8	217—232
Бровман Григорий			Люди революции: мысль и действие. [О повестях из серии«Пламенные революционеры»]	Знамя	1971	8	233—239
Кураленок Ф.			Новостройки нашей жизни. [О строителях г. Новополоцка. Витеб. обл.]	Знамя	1971	8	3—13
Озеров Лев			Готовность номер один. Стихи: «Пока не проступит кровь сквозь строку...» —Перед началом работы. — Из осетинской тетради	Знамя	1971	8	70—72
Нагибин Юрий			Переулки моего детства. Повесть в рассказах	Знамя	1971	8	73—93
Куприянов Вячеслав			Небо над головой. Стихи: «Казалось, дождя не дождешься за день...»— «Мне в детстве когда-то являлись маги...» — «Венера Милосская...» — «Потокраскалывал скалы...»	Знамя	1971	8	94—95
Хелемский Яков			На темной ели звонкая свирель. Повесть	Знамя	1971	8	96—147
Борисов Исаак			Стихи разных лет: Земля родная. — «Не по приметным звездамнебосвода...» — Начало атаки. — «Зову тебя, мама, из тех полей...» — Бессмертие. — Мойдруг. — Так будет. — «Весь мир полон утренним многоязычьем...» — «О, где на Белорусьдорога...» — «Для вечности запас мой невелик...» [Пер. с евр.: Н. Горская; О. Дмитриев]	Знамя	1971	9	109—114
Синельников Михаил			Кочевые звезды. Стихи: Глиняная летопись. — Танцовщица. —Киргизская рапсодия	Знамя	1971	9	115—117
Клеменов Юлий			Лондон — Мехико. Из дневника автогонщика	Знамя	1971	9	118—161
Жуков Юрий	Шарапов Виктор		Тайны Пентагона. Заметки на полях секретного докладаМакнамары	Знамя	1971	9	162—202
Эльсберг Я.			Претензии и реальность. Проблема народности и соврем. буржуазнаяэстетика	Знамя	1971	9	222—233
Стрелкова И.			«Свою судьбу вручу стране...» Страницы поэзии «Литературной России»	Знамя	1971	9	234—238
Липатов Виль			…Еще до войны. Повесть	Знамя	1971	9	3—49
Танк Максим			Чаши весов. Стихи: «Чтобы увековечить...» — «На вопрос...» — «Почему-тослова — «Да будет свет!..» — «Опять испортилась погода...» — Под елкой в дождь. —«Стихи мои — временные пристанища...» — «Какой-то чудак...» — «После неожиданныхвстреч...» — «Тебе дали обычное имя…» — «Снова весеннее утро...» — «Закинувкуда-то...» — Повестка в суд. — «Ныне каждая баба в моем селе...» — «Что вызвало еегнев?..» — «Вот уж который день...» — «Льется дождь...» — «Когда в Хароновом...» — «Сдеревом этим…» — «В моих песнях...» — «Деревья умирают...» Авториз. пер с белорус.: Я.Хелемский	Знамя	1971	9	50—57
Беляев И.			С черного хода. [О подгот. израильск. агрессии 1967 г.] Докум. повесть	Знамя	1971	9	58—108
Щипачев Степан			Все чаще жалею... Стихи	Знамя	1971	10	37
Куняев Станислав			На курских дорогах. Стихи	Знамя	1971	10	38
Михайлов Г.			Первая Магнитная. Стихи	Знамя	1971	10	63
Трошин В.			Руда под Курском. Стихи	Знамя	1971	10	64
Балин Александр			Магнитный браслет. Стихи	Знамя	1971	10	110—111
Поволяев Валерий			История моего друга. Рассказ	Знамя	1971	10	117—128
Липатов Виль			...Еще до войны. Повесть	Знамя	1971	10	129—180
Шестинский Олег			Тридцать лет. Стихи: Июнь 1941 г. — Июль 1941 г. — Август 1941 г.— Июнь 1971 г	Знамя	1971	10	181—184
Беляев И.			С черного хода. [О подгот. израильск. агрессии 1967 г.] Докум. повесть	Знамя	1971	10	185—204
Джагаров Георгий			Дни и годы. Стихи: «Завидую опавшему листу...» — Жалоба. —Летний день. — Спрашиваю тебя. — Родись, мой сын! — Не погибну я. — С ними я. —Буря. — Допрос. [Пер. с болг.: В. Солоухин; Е. Винокуров]	Знамя	1971	10	205—211
Мильберн Джордж			Зачет по экономике. [Рассказ амер. писателя]. Пер. с англ.: Т.Гинзбург	Знамя	1971	10	212—221
Щербина В.			Программа творческой активности. [Задачи сов. литературы в свете решенийXXIV съезда КПСС]	Знамя	1971	10	232—246
			Руда и люди. [Вопросы освоения железорудных залежей Курмагнитной аномалии. Спредисл. ред. Статьи и очерк]: В. Виноградов. Вести дело «сугубо энергично». — М.Трунов. Эффект комплекса. — А. Гудков. Пятилетка области. — Г. Кублицкий. Аномалиии закономерности	Знамя	1971	10	3—36; 39—62
Шитиков А.			В карьере. Стихи	Знамя	1971	10	63—64
Могилевский Леонид			Десять лет спустя. [Об освоении железорудных залежей Кур.магнитной аномалии. К очерку авт. «Магнитная земля» в журн. «Знамя» 1959 2]	Знамя	1971	10	65—87
Коваль-Волков Александр			Сердце России. Стихи	Знамя	1971	10	88—89
Ачильдиев Игорь			Труд, быт, управление. [Об освоении Курмагнитной аномалии]. Социол.заметки и жизненные наблюдения	Знамя	1971	10	90—109
Гусейнов Ибрагим			«Завесой росы серебристой...» — Человек прошел... [Стихи]. Пер. слезгин.: Л. Миль	Знамя	1971	11	124—125
Кублицкий Георгий			По народу и река! Записки из блокнотов о волгарях и девятойпятилетке	Знамя	1971	11	126—148
Жуков Юрий			Возвращение в прошлое. Из записных книжекжурналиста-международника	Знамя	1971	11	149—185
			К 150-летию со дня рождения Ф. М. Достоевского. [Статьи]: М. Гус. Личность и история.— Е. Книпович. Легенды и правда	Знамя	1971	11	186—223
Михайлов Ал			От сороковых — к семидесятым. (Из творч. опыта поэтов фронтовойплеяды)	Знамя	1971	11	224—235
Панков А.			Звенья одной цепи. [О науч.-худож. и науч.-попул. литературе. Критич.заметки]	Знамя	1971	11	236—246
Рытхэу Юрий			Метательница гарпуна. Повесть [чукот. писателя]	Знамя	1971	11	3—83
Гриезане Мара			«Каховка-Каховка...» Стихи [латыш. поэтессы]	Знамя	1971	11	84—85
Беляев И.			С черного хода. [О подгот. израильск. агрессии 1967 г.] Докум. повесть	Знамя	1971	11	91—123
Грибачев Николай			Лирика. [Стихи]: Только богаче. — Гляди в оба. — Размолвка	Знамя	1971	12	109—112
Гербачевский Виталий			Встречи. Рассказы: Туши лампу. — Лоточник. — На Печоре. —Пастух. — Салют. — Сказка	Знамя	1971	12	113—134
Жуков Юрий			Возвращение в прошлое. Из записных книжекжурналиста-международника	Знамя	1971	12	148—195
Рытхэу Юрий			Метательница гарпуна. Повесть [чукот. писателя]	Знамя	1971	12	15—52
			К 150-летию со дня рождения Н. А. Некрасова. [Статьи]: П. Бровка. Певец жизнинародной. — Е. Винокуров. Два поэтических мира. — К. Кулиев. Народный поэт России.— С. Куняев. Поэт и гражданин. — Е. Долматовский. Поэзия, опережающая время. — В.Цыбин. Истоки вдохновения	Знамя	1971	12	207—221
			Поверяя жизнью. [О сов. лит. критике. Ред. статья]	Знамя	1971	12	222—226
Книпович Е.			Сквозь «грохот эпохи». К 75-летию Н. С. Тихонова	Знамя	1971	12	227—230
Перцов В.			В работе над «Молодой гвардией». [Из воспоминаний о А. А. Фадееве]	Знамя	1971	12	231—235
Федь Ник			Время жить и созидать. Молодой рабочий в соврем. литературе	Знамя	1971	12	236—244
Айбек			Стихи разных лет: Тюльпаны. — Второе лето. — В горах. — «Снова мчитсякуда-то аллея...» — Воспоминание об Анне Ахматовой — «Это лето милосердно...» — Лей,ливень... — Осень. — У моря, весной. Пер. с узб.: А. Наумов	Знамя	1971	12	3—7
Татьяничева Людмила			«В душе моей я собираю радость...» Стихи: Путь в Москву. —«Урал, могучий корень жизни...» — Живуны. — Город нефтяников. — Крыши. — Естьлюди — своенравны, как тайга... — И если горе... — Любовь к горам. — Стихи о памяти.— Баллада о сверчке. — Отец. — Осенняя стынь. — Июльская ночь на Оби. — «Ежиком врыжих хвоинках...» — Завидую «характерам горячим. — «Бывают дни...» — Лавина. —«Твоя печаль меня томит...» — «Та песня, что поется...» — «Что-то странноепроисходит...»	Знамя	1971	12	53—60
Ганина М.			Тяпкин и Леша. Повесть	Знамя	1971	12	61—108
Гулям Гафур			«Снова звездам звенеть!..» Стихи: Помню. — Семьсот тридцать дней. —Предпраздничные дни. — Афганской девушке. Пер. с узб.: А. Наумов	Знамя	1971	12	8—14
Панков В.			Годы — десятилетия — эпоха... Нар. героизм, и литература.Статья 1	Знамя	1972	2	217—232
Шевелева Екатерина			На Тульском машиностроительном. Стихи	Знамя	1972	1	76
Крист Рихард			Ничья. Рассказ [писателя ГДР]. Пер. с нем.: Т. Гинзбург	Знамя	1972	1	134—146
Булгаков А.			Молодость рабочего класса. [О развитии проф.-техн.образования в СССР]	Знамя	1972	1	147—163
Стуруа Мэлор			Шесть дней. [Из амер. впечатлений]	Знамя	1972	1	164—189
Толченова Н.			Лицо театра [К итогам сезона 1970/71 гг.]	Знамя	1972	1	201—211
Кешоков Алим			Созвездие литератур. [О литературе народов СССР]	Знамя	1972	1	212—219
Иванов В.			Литература — эстетика — критика	Знамя	1972	1	220—229
Щипачев Степан			У времени на поверке. Стихи: «Недаром я снова вбылое смотрю...» — Летят журавли... — Плановик. — Размышление онефти. — Марс. — «Пусть сердцу биться все трудней...» — За часовойстрелкой	Знамя	1972	1	3—6
Рождественский Роберт			Возвращение. Стихи: «Снег увозят машины...»— «У разоренного стола...» — «Улетая, накажу...» — «Трем-четыремаккордам научусь..» — «Подробности ищу...»	Знамя	1972	1	48—51
Нагибин Юрий			Немота. Рассказ	Знамя	1972	1	52—71
Кулешов Александр			Голубые молнии. Роман	Знамя	1972	1	7—47
Укачин Борис			«Я так живу! Я не могу иначе!». Стихи: Соль. — «Вблизисела, в кладбищенском логу...» — «Душе всегда...» — «Уеду я, уеду я...» Пер.с алт.: И. Фоняков	Знамя	1972	1	72—75
Волков Владислав			Шагаем в небо. [Главы из одноим. книгилетчика-космонавта. С предисл. А. С. Елисеева]	Знамя	1972	1	77—133
Кузнецов Вячеслав			Память войны. Стихи: «Земля засеяна железом...» —Конец войны. — «Глухомань...»	Знамя	1972	2	121—122
Беньямин Ласло			«В содружестве с землею, солнцем, небом...» Стихи:Весенние приветствия. — Остановившиеся часы. — Выращенныйволками. — Сорок восемь— Назыму Хикмету. Пер. с венг.: Ю.Левитанский	Знамя	1972	2	123—127
Горчаков Марк			Северное сияние. [Проблемы энерг. стр-ва наСеверо-Востоке СССР. Очерк]	Знамя	1972	2	128—145
Штеменко С.			В центре Европы. [Воспоминания генерала армии. 1944 г.]	Знамя	1972	2	146—160
Маринов А.			Боевое Красное знамя. [Очерк]	Знамя	1972	2	161—172
Жуков Ю.			Кино взрослеет. [О кинематографе капиталистическихстран]. Заметки зрителя	Знамя	1972	2	184—211
Востоков Е.			Эстафета поколений. [Воен. тема в соврем. сов. литературе]	Знамя	1972	2	212—216
Старков А.			«Быть нужным своему времени...» К 80-летию К. А. Федина	Знамя	1972	2	233—238
Кедрина З.			«Алмаз полирует алмаз». К 70-летию [со дня рождения каз.писателя] Г. Мусрепова	Знамя	1972	2	234—237
Кулешов Александр			Голубые молнии. Роман	Знамя	1972	2	3—78
Воронько Платон			Из хисарской тетради. Стихи: В ночной Софии. —Лиляночка поет про любовь. — К портрету Георгия Джагарова. — Кпортрету Димитра Методиева. — На свадьбе. Пер. с укр.: В. Корчагин	Знамя	1972	2	79—82
Воронов Ю.			Блокадные Дни. Стихи: «Порою мне не спится по ночам...» —Сугробы. — Ночь. 1942 год. — Дождь	Знамя	1972	2	83—85
Миллар Кеннет			В родном городе. Повесть [канад. писателя]. Пер. сангл.: А. Горский и Ю. Смирнов	Знамя	1972	2	86—120
Зульфия. Боль позади			Стихи. Пер. с узб.: А. Глезер	Знамя	1972	3	49
Ногтева Маргарита			Два стихотворения: «Развиднелось — и сразупрояснилось...» — «В прекрасном Василе, селенье Васильсурском...»	Знамя	1972	3	65
Старков А.			Весы и жизнь. Рассказ о [весовщице ж.-д. станцииМосква-товарная-Курская] Герое Соц. Труда Е. Ермаковой	Знамя	1972	3	120—132
Капырин П.			Великое содружество. Заметки о высш. типе межнац.отношений. Навстречу 50-летию Сов. Союза	Знамя	1972	3	133—153
Штеменко С.			В центре Европы. [Воспоминания генерала армии.1944—1945 гг.]	Знамя	1972	3	154—168
Кассиль Лев			Жить надо во весь рост. Из дневников	Знамя	1972	3	179—207
Панков В.			Судьба — это мы! Нар. героизм и литература. Статья 2	Знамя	1972	3	208—220
Соложенкина Светлана			Земное небо. [О становлении ромапт. начала всов. поэзии]	Знамя	1972	3	221—233
Шесталов Юван			Я думаю о близких и далеких. Стихи: «Я думаю облизких и далеких...» — «Абашидзе!..» [Пер. с манси: А. Кушнер, В.Соснова]	Знамя	1972	3	3—5
Вааранди Дебора			Песни острова Сааремаа. Стихи: Остров. — Вбродчерез реку. — Грустная песенка. — Вполголоса. Пер. с эст.: Л. Миль	Знамя	1972	3	50—52
Нагибин Юрий			Среди ночи. Рассказ	Знамя	1972	3	53—61
Кулешов Александр			Голубые молнии. Роман	Знамя	1972	3	6—48
Лиснянская Инна			Из лирики последних лет. Стихи: «Блуждают вещи поночам...» — Мачеха — «Не затем я шла...» — Осенние поляны	Знамя	1972	3	62—64
Милляр Кеннег			В родном городе. Повесть [канад. писателя]. Пер. сангл.: А. Горский и Ю. Смирнов	Знамя	1972	3	66—119
Гриезане Мара			Два стихотворения [латышской поэтессы:] «Интернационал». — Одачеловеку	Знамя	1972	4	111—113
Ребан Родион			К метели. Рассказ	Знамя	1972	4	114—124
Шкляревский Игорь			Здоровый воздух Приднепровья. Стихи: «Убежал почтовый закурганы...» — «На родине моей уже скрипят паромы...» — «Как ненасытен человек!..» —«Сегодня такая погода...» — «Буянил май!..» — «Следы первобытной стоянки...» — «Яумру весною ранней...» — «Сегодня стал на реках лед...»	Знамя	1972	4	125—129
			Руда и люди. [Вопросы освоения железорудных залежей Кур. магнитной аномалии. Спредисл. рад. Статья и очерк:] Г. Пепелев. Итоги и перспективы. — И. Ачильдиев. Талантрабочего	Знамя	1972	4	130—147
Гарднер Эрл Стэнли			Два «дела» из одной папки. Быт и нравы амер. юстиции. [Главы изпублицист. книги амер. писателя. С предисл. ред.] Пер. с англ	Знамя	1972	4	148—159
Смолянский В.			Социалистическая интеграция и западные Оракулы	Знамя	1972	4	160—175
Кассиль Лев			Жить надо во весь рост. Из дневников. [С коммент. А. Барто]	Знамя	1972	4	186—215.
Елкин Анатолий			Писатель и его земля. [О творчестве М. Алексеева]	Знамя	1972	4	216—226
Колесников Михаил			Индустриальная баллада. Роман	Знамя	1972	4	3—60
Бровка Петрусь			«в синеву бескрайнюю...» — «Мальчишка, в давние года я...» — «Все вжизни слито...» — «Признаемся честь по чести...» — «День и ночь...» — «Уже мне видится,не скрою...» — «В наш век, открытьями богатый...» — «Шрапнелью дождевыхдробинок...» [Стихи]. Пер. с белорус.: Я. Хелемский	Знамя	1972	4	61—64
Файзи Рахмат			Его величество человек... Роман. Авториз. пер. с узб.: О. Маркова и Г.Марков	Знамя	1972	4	65—110
Венцлова Антанас			День звенит. Стихи: Искусство поэзии. — Веселая буря. — Весенниесвечи. — Рябиновое ожерелье. — Ромашка. — День звенит. — Смотрю я на волнуморскую. Пер. с литов.: Л. Миль	Знамя	1972	5	136—139
Нагибин Юрий			Полет с президентом. Быль	Знамя	1972	5	140—146
Хелемский Яков			Из книги «Листва». Стихи: Ночная репетиция. — Чеканка	Знамя	1972	5	147—150
Боксерман Ю.			Дело всех республик. [Проблемы топливно-энергет. баланса страны]	Знамя	1972	5	151—166
Жуков Юрий			Не искусство. [Об авангардистских тенденциях в соврем. изобразит,искусстве Запада]. Заметки зрителя	Знамя	1972	5	176—206
Федосеев П. Н.			Наука, литература, критика	Знамя	1972	5	207—216
Барабаш Ю.			Искусство и политика. Три полем, наброска	Знамя	1972	5	217—235
Колесников Михаил			Индустриальная баллада. Роман	Знамя	1972	5	4—53
Кулиев Кайсын			«Лишь любовь перо мое вела...» Стихи: «Кто любит деревья, кто любиттраву...» — «Если слово «совесть», слово «честь»...» — «Был я в жизни и велик к мал...» —Говорю дереву во дворе. Пер. с балкар.: Н. Гребнев	Знамя	1972	5	54—56
Файзи Рахмат			Его величество человек... Роман. Авториз. пер. с узб.: О. Маркова, Г.Марков	Знамя	1972	5	57—135
Яковенко Виктор			Рабочий человек. Стихи	Знамя	1972	6	3
Щипачев Степан			За все в ответе. Стихи: В ночной смене. — На сеновале. — Колокола. —Чудо. — «Когда-то и я выволакивал...» — За все в ответе	Знамя	1972	6	150—153
Озеров Лев			«А я и есть мастеровой...» Стихи: «Когда в скале прорубают туннель...» — «Ая и есть мастеровой...» — «Страницы книжки записной...» — «Топор теплее шубы греет!..»	Знамя	1972	6	154—155
Ганн Джеймс			Рождество — каждый день. [Рассказ амер. писателя]. Пер. с англ.: Э.Березина	Знамя	1972	6	156—168
Чуев А.			Мы работаем рядом. [Записки токаря Балт. судостроит. з-да им. С.Орджоникидзе. Ленинград]	Знамя	1972	6	169—181
Жегалин М.			Машины на полях. [О с.-х. машиностроении в СССР]	Знамя	1972	6	182—196
Тихонов Николай			Четыре встречи. К 90-летию со дня рождения Г. Димитрова. [Извоспоминаний]	Знамя	1972	6	197—202
Бабель Исаак Эммануилович			Новые материалы: Экспедиция, подтянись! — Побольшетаких Труновых. — Письмо в редакцию. — Из сценария по роману Н. Островского «Какзакалялась сталь». [1920—1938 гг.] Публикация и подгот. текстов В. Я. Вакуленко	Знамя	1972	6	212—219
Суровцев Ю.			Единство в развитии. О стилевых течениях и нац. стилях в сов. литературе	Знамя	1972	6	227—239
Жуков Владимир			Хроника парохода «Гюго». Роман. Ч. 1	Знамя	1972	6	3—79
Зульфия			Поэма огня и дороги. Пер. с узб.: М. Борисова	Знамя	1972	6	80—91
Файзи Рахмат			Его величество человек... Роман. Авториз. пер. с узб.: О. Маркова и Г.Марков	Знамя	1972	6	92—149
Мартынов Леонид			Новые стихи: Кустарник. — Земная ноша. — Вообразить себясозвездьем. — Довольно всяких басен. — Эолова арфа	Знамя	1972	7	117—118
Купала Янка			Моя вера. Стихи: Как возьму жалейку в руки... — Моя вера. — Я и волямоя. — Лесное озеро. Пер. с белорус.: Г. Куренев	Знамя	1972	7	119—120
Шульберг Бад			Привет вам из Арканзаса. [Новелла амер. писателя. Пер. с англ.: Л.Беспалова. С предисл. ред.]	Знамя	1972	7	121—146
Клепиков Михаил			Земля в долгу не останется. [Записки Героя Соц. Труда, бригадираколхоза «Кубань». Усть-Лабин. р-н Краснодар. края]	Знамя	1972	7	147—178
Адылов С.			Чувство локтя или история преображения Ташкента	Знамя	1972	7	179—193
Жуков Юрий			Эскалация «вседозволенности». [О деградации театр. искусства на Западе].Заметки зрителя	Знамя	1972	7	203—233
Жуков Владимир			Хроника парохода «Гюго». Роман. Ч. 1	Знамя	1972	7	3—48
Новруз Джабир			«Лишь о себе я думать не хочу...» Стихи: Нефтяные камни. — Хочу ябыть полезным миллионам. Пер. с азерб.: А. Передреев	Знамя	1972	7	49—51
Файзи Рахмат			Его величество человек... Роман. Авториз. пер. с узб.: О. Маркова и Г.Марков	Знамя	1972	7	52—116
Шимон Иштван			Новые стихи: Моя чудеснейшая ноша. — Мушт поет. — Бухенвальдскаярапсодия. Пер. с венг.: О. Чухонцев	Знамя	1972	8	101—104
Пиляр Юрий			Пять часов до бессмертия. Повесть	Знамя	1972	8	105—145
Жуков Владимир			Хроника парохода «Гюго». Роман	Знамя	1972	8	12—98
Деляну Ливиу			Синие рассветы. Стихи: Поклонение. — Проспект молодежи. — Синиерассветы. — Бессмертие. — Я не был с краю. Пер. с молд.: В. Корнилов	Знамя	1972	8	146—148
Букетов Е.			Человек, родившийся на верблюде, и его сверстники. [Об ученых КазССР]	Знамя	1972	8	149—177
Могилевский Л.			Живая вода дружбы. [Об с.-х. орошении засушливых земель Сред. Азии.[Очерк]	Знамя	1972	8	178—193
Романов Ал.			Осознанная современность. Кинорежиссер В. Петров	Знамя	1972	8	204—210
Гус М.			Жизнь и существование. [Обзор соврем. сов. прозы]	Знамя	1972	8	211—226
Богданова З.			«Великое людей содружество...» [О многонац. сов. поэзии]	Знамя	1972	8	227—236
Шестинский Олег			А под небом есть земля. Поэма	Знамя	1972	8	3—11
Гордейчев Вл.			Три стихотворения: Песня об Аленушке. — Когда стареет женщина. —Время сенокоса	Знамя	1972	8	99—100
Танк Максим			Нарочанские сосны. Стихи: «Как бродячий художник...» — «В лесузнакомом с каждым годом меньше...» — «Ночь без тебя казалась мне кошмаром...» —«Как ни закрашивай израненные стены...» — «И надо же было недосыпать...» — Выкупневесты. — «Сквозь ворота покосившиеся...» — «Хороший певец из волка...» — Утелевизора. — Салчак Тока. — Менде. — «Дорогою зари спешу на милый звук...» Пер. сбелорус.: Я. Хелемский	Знамя	1972	9	101—106
Гулиа Георгий			Два рассказа: Юлий Цезарь из Черемушек. — Зеленые когти	Знамя	1972	9	107—119
Злотников Н.			Возвращение. Стихи. «Один под отчим небосводом...» — «Я помнюуставы...» — «Товарищ моего отца...» — «В начале нашего квартала...»	Знамя	1972	9	120—122
			Руда и люди. Выездная редакция журн. «Знамя» на Курской магнитной аномалии. [Спредисл. ред. Очерки:] Р. Гизотов. От ученика до учителя. — Г. Гусенбеков. И служба идружба. — В. Божко. Черточка в характере. — И. Чавкин. Взрыв. — М. Полянский.Курский якорь	Знамя	1972	9	123—141
Ковалев С.			Социалистическая общность людей	Знамя	1972	9	142—155
Маринов А.			Братство по оружию. [Об интернац. единстве воинов Советских Вооруж.Сил]	Знамя	1972	9	156—172
Илатовская Тамара			Вы будете ходить... [О работах хирурга — ортопеда Г. А. Илизарова]	Знамя	1972	9	173—194
Федоров Вас			Веха русской поэзии. А. Твардовский в его стихотворениях и поэмах	Знамя	1972	9	204—217
Каратаев Мухамеджан			Певец народа. К 75-летию со дня рождения [каз. писателя] М.Ауэзова	Знамя	1972	9	218—223
Симонов Константин			Двадцать дней без войны. (Из записок Лопатина). Повесть	Знамя	1972	9	3—79
Григорян Ованес			Память. Докум. поэма. Пер. с арм.: З. Налбандян	Знамя	1972	9	80—86
Шим Эдуард			Поляна, где растут папоротники. Рассказ	Знамя	1972	9	87—97
Щипачев Степан			«Шагают, равняясь, отряды...» Стихи: Тени на занавесках. — Шагают,равняясь, отряды... — Аппассионата. — Славлю	Знамя	1972	9	98—100
Хонинов, Михаил			Тихие курганы. Стихи: Туман, туман... — «Тихие курганы...» — «Какверблюд находит путь к полыни...» Пер. с калм.: О. Шестинский	Знамя	1972	10	101—102
Семенов, Георгий			Голубой дым. Рассказ	Знамя	1972	10	103—124
Поволяев, Валерий			День как день. Рассказ	Знамя	1972	10	125—133
Нежный, Александр			Канал. [О стр-ве Каракум. канала. Очерк]	Знамя	1972	10	134—165
Князюк, В			Воспитание чувств. [О жизни и труде педагога В. А. Сухомлинского. Очерк].Авториз. пер. с укр	Знамя	1972	10	166—179
Дремов А. Н			Народность [литературы] — проблема партийная, проблема эстетическая	Знамя	1972	10	190—201
Федь, Ник			Сила века. [Тема труда в сов. прозе]	Знамя	1972	10	203—217
Винокуров, Евг			Мысли о поэзии	Знамя	1972	10	218—223
Кирпотин В. Я			Достоевский, Страхов и Евгений Павлович Радомский	Знамя	1972	10	224—238
Тычина, Павел			«Времени слушай шали...» Стихи: Сила мысли и труда. — Письмоземлякам. — Муса Джалиль в Киеве. Пер. с укр.: Л. Шерешевский	Знамя	1972	10	3—6
Рождественский, Роберт			Но бьется сердце человечье... Стихи: «Огромны зданиявокзалов!..» — Сказка с несказочным концом. — «Как детство, ночь обнажена...» — Отеци сын. — Мгновения	Знамя	1972	10	55—62
Нагибин, Юрий			Как был куплен лес. Повесть	Знамя	1972	10	63—100
Симонов, Константин			Двадцать дней без войны. (Из записок Лопатина). Повесть	Знамя	1972	10	7—54
Эрдэнэ, С			Жена охотника. [Рассказ. Пер. с монгольск.: Ю. Нагибин]	Знамя	1972	11	158—178
Садыков, А			Шаги науки. [О развитии науки в Узбекистане за годы Сов.власти]	Знамя	1972	11	179—199
Ананьев, Анатолий			Наука и хлеб. [О работе Алт. науч.-исслед. ин-тасельск. хоз-ва]	Знамя	1972	11	200—206
Ломидзе, Г			Творческая окрыленность и братское единение. [Оформировании единой многонац. сов. литературы]	Знамя	1972	11	218—230
Гринберг., И			Содружество поэтов и стихов	Знамя	1972	11	231—247
			Одиссея куска руды. Выездная ред. журн. «Знамя» на Курскоймагнитной аномалии, в Грузии, Армении и на Украине. [С примеч. ред.Статьи:] А. Чураков. Начало пути. — П. Церетели. Люди в цеху. — А.Мирзоян. Время творить! — В. Столяренко. Наш встречный. — И.Ачильдиев. Четыре тысячи километров вслед за рудой	Знамя	1972	11	3—39
Нури, Заки			Два стихотворения: Восхождение. — Журавли. Пер. с татар.:В. Савельев	Знамя	1972	11	40—41
Смирнов, Олег			Обещание жить. Повесть	Знамя	1972	11	42—92
Гриезане, Мара			Сердце поэта. Стихи [латыш. поэтессы]: Слово о блокаде.— Назыму Хикмету	Знамя	1972	11	93—95
Шаламов, Варлам			Поворот сибирских рек. Стихи: «Славно озероБайкал...» — Амундсену	Знамя	1972	11	96—97
Соболев, Леонид			Капитальный ремонт. Из 3-й ч. романа. Публикация О.И. Михальцевой. Авт. Вступит. статьи В. Сурганов	Знамя	1972	11	98—157
Щипачев, Степан			СССР. Стихи	Знамя	1972	12	11
Хелемский, Яков			Из речи — в речь. Стихи	Знамя	1972	12	148
Тихонов, Николай			Кавалькада. Повесть	Знамя	1972	12	12—80
Алиева, Фазу			Прозрачный мир. Стихи. Синева. — Ветка. — «Наверно, любила б я большевсего... » — «Ах, если б...» — «Над всеми слезами-лавинами...» Пер. с авар.: И.Лиснянская	Знамя	1972	12	144—147
Гоголев, Иван			Горсть земли. Стихи: «Поднес к лицу и пригоршню земли...» Из поэмы«Слова на бивне мамонта». — Бессмертие. Пер. с якут.: В Цыбин	Знамя	1972	12	149—151
Джусуев, Сооронбай			Я — человек. Стихи: Во сне и наяву. — Песня девушки. — Я —человек. — Когда я вдали от гор. Пер. с кирг.: Г. Корин	Знамя	1972	12	152—155
Силади, Яноги			Друзья приехали. Новелла. Пер. с венг.: Е. Волгина	Знамя	1972	12	156—168
			Слово о великой дружбе. [К 50-летию СССР. Публицист. заметки:] Н. Грибачев.Устремлено в будущее. — Б. Кербабаев. Весна народа моего. — Х. Гулям. Годы нашейжизни. — В. Коротич. Преодоление расстояний	Знамя	1972	12	169—192
Байбаков, Н			Экономическое взаимодействие республик	Знамя	1972	12	193—208
Хуцишвили, Илларион			Отец и дочь. [О Герое Сов. Союза Г. Схулулия и Герое Соц. ТрудаВ. Схулулия. Очерк]	Знамя	1972	12	209—212
Новиков, В			Литература развитого социализма	Знамя	1972	12	213—225
Дымшиц, Александр			Советская многонациональная литература и современнаяидеологическая борьба	Знамя	1972	12	226—240
Ломидзе, Г			Творческая окрыленность и братское единение. [О единой многонац. сов.литературе]	Знамя	1972	12	241—250
Насриддинова, Я			Союз 250 миллионов. [О морально-полит. единстве сов. народа. К50-летию образования СССР]	Знамя	1972	12	3—10
Бровка, Петрусь			Дороже нет. Стихи.: «В глубинах неба...» — Добро. — На площадиПобеды. — Мадонна. — Стихия. — Черный день. — Прополка. — Музыка. — Мояанкета. Пер. с белорус.: В. Корчагин	Знамя	1972	12	81—86
Смирнов, Олег			Обещание жить. Повесть	Знамя	1972	12	87—143
Щипачев, Степан.			Вместо речи. Стихи	Знамя	1962	12	128
Гуляковский, Евгений.			Песок. Рассказ	Знамя	1962	12	129-140
Львов, Михаил.			Из книги «Эти годы». [Стихи]: «Певец из Рязани...» — Человек. — «Будетвремя — покажут...» — Жизнелюб. — «В сержантском клубе авиаполка...» — «Неразвинчивать жизнь, не развенчивать...» — «Время получшило!..»	Знамя	1962	12	141-143
