aut_lastn, aut_firstn	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Кинто, Хосе Мария де.			Там, где кончается город... Рассказ. [Из сборника «Улицы и люди»].Пер. с испан: С. Вафа	Знамя	1962	12	144-149
Ливанова, Анна.			Академгородок в Сибири. [О Сиб. отд-нии Акад. наук СССР.Новосибирск. Очерк]	Знамя	1962	12	150-17
Шкловский, Виктор.			Жили-были... [Из воспоминаний писателя]. Ч. 3	Знамя	1962	12	171-18
Ермилов, В.			Великая трагедия. О романе «Анна Каренина»	Знамя	1962	12	187-22
Полевой, Борис.			На диком бреге... Роман	Знамя	1962	12	3-12
Вознесенский, Андрей.			Три осенние пьесы: Гений. — Прощание с политехническим. —Песня Офелии. [Стихи]	Знамя	1963	1	100-103
Зверев, Илья.			Государственные и обыкновенные соображения Саши Синева.Непридуманные рассказы: Течение времени. — Безлюдный фонд. — Государственные иобыкновенные соображения Саши Синева. — Всем лететь в космос	Знамя	1963	1	104-142
Ахматова, Анна.			Стихи: «Опять подошли «незабвенные» даты...» — Сожженнаятетрадь. — Эхо. — Ночные видения	Знамя	1963	1	143-144
Бадия, Нора.			Негр Сенен. [Рассказ кубин. писательницы]. Пер с испан.: С. Вафа	Знамя	1963	1	145-149
Рюриков, Б.			Встречи под созвездием Южного Креста. [Об Индонезии. Из путевыхвпечатлений]	Знамя	1963	1	150-176
