basic_molodaia_gvardiia	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Джумалиев, К.			Наш Сакен. [К 70-летию со дня рождения казах. писателя С. Сейфуллина].Пер. с казах	Новый мир	1964	9.00	154—159
Гнедин, Е.			Модель и действительность. Социол. заметки о современном буржуазномобществе	Новый мир	1964	9.00	172—187
			Письма деятелей I Интернационала.[Публикация рукописей Центр. парт. архива Ин-тамарксизма-ленинизма при ЦК КПСС. Подгот.: Л. Леваневская, О. Сенекина и И.Синельникова]	Новый мир	1964	9.00	188—198
Маршак, С.			О Шекспире. [Фрагменты статьи. К 400-летию со дня рождения]	Новый мир	1964	9.00	199—202
Конрад, Н.			Шекспир и его эпоха. [В связи с выходом в свет книги М. В. Урнова и Д. М.Урнова «Шекспир. Его герой и время»]	Новый мир	1964	9.00	203—215
Карякин, Ю.			Эпизод из современной борьбы идей. [К полемике в печати о повести А. И.Солженицына «Один день Ивана Денисовича». Из журн. «Проблемы мира и социализма» 1964, 9]	Новый мир	1964	9.00	231—239
			Василий Семенович Гроссман. [1905—1964. Некролог]	Новый мир	1964	9.00	288
Панова, Вера.			Рабочий поселок. Киносценарий	Новый мир	1964	9.00	3—43
Маршак, С.			Из стихов последних лет: «Свои стихи, как зелье...» — «Мой конь крылатый— пятистопный ямб...» — «Владеет морем полная луна...» — К спектаклю «Виндзорскиенасмешницы» в театре Моссовета. — «Все те, кто дышат на земле...» — Последний фонарьза оградой. — «Над городом осенний мрак навис…» — Надпись на камне. — «Если бкаждый, кто чем-то заведует...» — «Ласкают дыханье и радуют глаз...» — «Не надо мне нислез, ни бедных роз...» [С предисл. А. Твардовского]	Новый мир	1964	9.00	44—48
Лихоносов, Виктор.			Рассказы: И хорошо и грустно. — Домохозяйки	Новый мир	1964	9.00	49—75
Сухарев, Дмитрий.			Небо. Стихи	Новый мир	1964	9.00	76
Поведенок, Надежда.			Соперницы. Рассказ	Новый мир	1964	9.00	77—83
Кропп, Лев.			Пружина времени. Стихи	Новый мир	1964	9.00	84—85
Морозова, О.			Одна судьба. [Повесть]	Новый мир	1964	9.00	86—150
Полякова, Надежда.			Новые стихи: «Проходят важные девчонки...» — «Не вдруг нальетсявишня соком...»	Новый мир	1964	10.00	109—110
Халупович, Вадим.			Сосна. — «Последнего тумана клочья...» [Стихи]	Новый мир	1964	10.00	111—112
Крелин, Ю.			Семь дней в неделю. (Записки хирурга)	Новый мир	1964	10.00	113—145
Тавров, Я.			На сибирскихпросторах. [Публицистич. заметки]	Новый мир	1964	10.00	146—160
Безыменский, Л.			Перевоплощения Мартина Бормана. [О неофашистском движении встранах Европы и Америки]	Новый мир	1964	10.00	161—182
Кин, Цецилия.			Вопросы анкеты и вопросы жизни. [По материалам анкеты на тему«Неокапитализм и литература», опублик. в итал. журн. «Nuovi argomenti»]	Новый мир	1964	10.00	183—191
			Из литературных архивов. [Из истории издания журн. «Новый мир». Публикация писемавторов и сотрудников журнала ред. В. П. Полонскому и соредактору И. И.Скворцову-Степанову. 1930 г. Подгот. к печати: Н. И. Дикушина]	Новый мир	1964	10.00	192—206
			К 60-летию со дня рождения Николая Островского. [Публикация «Отзыва Виктора Кинао романе «Рожденные бурей» и письма Л. Н. Берсенева Н. М. Мирцеву от 6 апр. 1936 г.Подгот. и предисл. А. А. Антоненковой]	Новый мир	1964	10.00	207—209
Виноградов, И.			Философский роман Лермонтова [«Герой нашего времени»]	Новый мир	1964	10.00	210—231
			К 150-летию со дня рождения М. Ю. Лермонтова. [Заметки]: П. Антокольский. Из пламяи света рожденное слово. — А. Кулешов. Встречи с Лермонтовым	Новый мир	1964	10.00	3—8
Кудаш, Сайфи.			Три стихотворения: Докторам. — Соль. — Жизнь. Пер. с башкир.: А.Глезер	Новый мир	1964	10.00	58—59
Сартр, Жан-Поль.			Слова. [Автобиогр. повесть. С предисл. авт.] Пер. с франц.: Ю. Яхнинаи Л. Зонина	Новый мир	1964	10.00	60—108
Борисов, Т.			Заботы и радости Тимофея Лунина. Страницы из жизни одного колхоза	Новый мир	1964	10.00	9—57
Шторм, Георгий.			Потаенный Радищев. (Вторая жизнь «Путешествия из Петербурга в Москву»). [С предисл. А. Западова]	Новый мир	1964	11.00	115—161
Бабочкин, Б.			Через тридцать лет. [К 30-летию создания кинофильма «Чапаев»]	Новый мир	1964	11.00	162—176
Утченко, С.			Египет: пятьдесят веков и современность. [Из путевых впечатлений]	Новый мир	1964	11.00	177—199
			Он брал Зимний. [Документы о В. А. Антонове-Овсеенко. 1883—1938]. Публикация и комментарии А. Ракитина	Новый мир	1964	11.00	200—212
Дементьев, А. А.			М. Горький и советская журналистика. (По неопублик. материалам)	Новый мир	1964	11.00	213—231
Лебедев, А.			Искусство «для широкого потребления». (По страницам «Тюремных Тетрадей» А. Грамши)	Новый мир	1964	11.00	232—248
Гамзатов, Расул.			Восьмистишия. — Четверостишия. Пер. с авар.: Н. Гребнев	Новый мир	1964	11.00	3—5
Сидоров, Валентин.			Стихи об отце	Новый мир	1964	11.00	56—57
Шукшин, Вас.			Рассказы: Змеиный яд. — Степка	Новый мир	1964	11.00	58—72
Марьямов, А.			Полярный август. [Путевые очерки]	Новый мир	1964	11.00	6—55
Сартр, Жан-Поль.			Слова. [Автобиогр. повесть. С предисл. автора]. Пер. с франц.: Ю. Яхнина и Л. Зонина	Новый мир	1964	11.00	73—114
Кибиев, Мусбек.			Белые звезды. [Стихи]. Пер. с чечен.: Н. Матвеева	Новый мир	1964	12.00	137
Якушкина, Анастасия Васильевна.			Дневник Анастасии Васильевны Якушкиной [женыдекабриста. Пер. с франц. Публикация Т. И. Якушкиной. С послесл. Н. В. Якушкина«Несостоявшаяся поездка А. В. Якушкиной в Сибирь»]	Новый мир	1964	12.00	138—159
Майский, И. М.			Дни испытаний. Из воспоминаний посла. [1941 г.]	Новый мир	1964	12.00	160—194
Савицкая, Р.			Листая страницы воспоминаний о В. И. Ленине	Новый мир	1964	12.00	195—200
Шкловский, В.			Память и время. [Заметки о мемуарах К. Зелинского «На рубеже двухэпох». С послесл. ред.]	Новый мир	1964	12.00	201—206, 211—212
Малюгин, Л.			Сочинение с ошибками. [О мемуарах драматурга А. Штейна «Повесть о том,как возникают сюжеты»]	Новый мир	1964	12.00	206—212
Воронский, А. К.			Письмо А. К. Воронского В. И. Ленину. [1922 г. К истории изданияжурн. «Красная новь». Публикация и комментарии И. Смирнова]	Новый мир	1964	12.00	213—219
Брайант, Луиза.			Беседа с Н. К. Крупской. [1921 г. Статья америк. журналистки.Публикация, комментарии и пер. А. Байковой]	Новый мир	1964	12.00	220—222
Селишкар, Тоне.			Товарищи. — Водопад. [Стихи. Пер. со словен.: А. Сурков]	Новый мир	1964	12.00	6—7
Косовела, Сречко.			Солнце имеет корону. — Усталые от работы. [Стихи. Пер. со словен.:А. Сурков]	Новый мир	1964	12.00	7—8
Корников, Вл.			Четыре стихотворения: «Свежим сеном запахло вдруг!..» — «Мы хоронилистарика...» — «Без меня — осень, дождь...» — «Беднее икса, даже игрека...»	Новый мир	1964	12.00	83—84
Марьямов, А.			Полярный август. [Повесть]	Новый мир	1964	12.00	85—136
Рыбаков, Анатолий.			Лето в Сосняках. Роман	Новый мир	1964	12.00	9—82
Берггольц, Ольга.			Первый день. Стихи	Новый мир	1965	1.00	80
Самойлов, Д.			Память. Стихи	Новый мир	1965	1.00	126
Белль, Генрих.			Самовольная отлучка. Повесть [западногерм. писателя]. Авториз. пер. снем.: Л. Черная	Новый мир	1965	1.00	127—162
Пастернак, Борис.			Стихи и проза: 1917—1942. — Памяти Марины Цветаевой. —Освобожденный город. — Спешные строки. — Поездка в армию. — Бессонница. — Подоткрытым небом. — Нежность. — «Город. Зимнее небо...» Публикация и примеч. Л.Озерова	Новый мир	1965	1.00	163—184
Троепольский, Г.			О реках, почвах и прочем. [Проблемы охраны рек]	Новый мир	1965	1.00	185—212
Карим, Мустай.			Новогодние строфы. Стихи. Пер. с башкир.: Е. Николаевская	Новый мир	1965	1.00	19—20
Федин, Конст.			Костер. Роман. Кн. 2	Новый мир	1965	1.00	21—77
Кедров, Б.			Пути познания истины. Раздумья о судьбах естествознания	Новый мир	1965	1.00	213—235
Дементьев, А.	Дикушина, Н		Пройденный путь. (К 40-летию журн. «Новый мир»)	Новый мир	1965	1.00	236—254
Твардовский, А.			По случаю юбилея. [К 40-летию журн. «Новый мир»]	Новый мир	1965	1.00	3—18
Дорош, Ефим.			Поездка в Любогостицы. Из дневника	Новый мир	1965	1.00	81—87
Ахматова, Анна.			Лирические стихотворения: В пути. — В Выборге. — «Почти не можетбыть...» — Петербург в 1913 году. — Из цикла «Ташкентские страницы»: «Это рысьи глазатвои, Азия...»; Ташкент зацветает; «Я буду помнить звездный кров...»	Новый мир	1965	1.00	88—90
Некрасов, Виктор.			В мире таинственного. Рассказ	Новый мир	1965	1.00	91—93
Евтушенко, Евг.			Баллада о браконьерстве. Стихи	Новый мир	1965	1.00	94—95
Соколов-Микитов, И.			Страничка прошлого. [О Смоленской губернии]	Новый мир	1965	1.00	96—98
Алигер, Маргарита.			Чилийское лето. [Из путевых впечатлений]	Новый мир	1965	2.00	144—180
Иванов, Леонид.			Снова в родных местах. [О сел. хозяйстве Удомельского района Калининской обл. Очерк]	Новый мир	1965	2.00	181—212
Кичанова, Инга.			Земной взгляд на «божественное». [О религии и атеизме]	Новый мир	1965	2.00	213—229
Полякова, Е.			Минувший век во всей его истине... (Заметки об ист. романе)	Новый мир	1965	2.00	230—247
Лебедев, А.			К выходу в свет собрания сочинений Луначарского	Новый мир	1965	2.00	261—264
Танк, Максим.			Новые стихи: Температура сердца. — «Когда я несу хорошие вести...» — «Нарисовали дети...» — «У реки пенсионеры-рыбаки...» — «Нагрянул гром на голый лес..» — Устинский тракт. — «В пути от Воркуты до Нарьян-Мара...» [Пер. с белорус.: Я. Хелемский]	Новый мир	1965	2.00	3—6
Карим, Мустай.			Из лирики: Горы. — Людям снятся разные сны. — Берега остаются. [Пер. с башкир.: И. Снегова; Е. Николаевская]	Новый мир	1965	2.00	66—68
Войнович, Владимир.			В купе. Сценка	Новый мир	1965	2.00	69—71
Эренбург, Илья.			Люди, годы, жизнь. [Воспоминания]. Кн. 6	Новый мир	1965	2.00	7—65
Меттер, И.			Практикант. Рассказ	Новый мир	1965	2.00	72—77
Рытов, Александр.			Два стихотворения: «Нет, никогда на кинопленку...» — «Не о траве высокой, в пояс…»	Новый мир	1965	2.00	78—80
Марьямов, А.			Девушка у колодца. [Рассказ]	Новый мир	1965	2.00	81—87
Тютчев, Ф. И.			Французские стихотворения Ф. И. Тютчева: «Устали мы в пути...» — «Как зыбок человек!..» — Мечта. — «Тяжелый небосвод окутан ранней мглою...» — «Как робко любящее сердце!..» — «Вам, изливающим из глубины ночной...» — «Вверх по теченью вашей жизни...» — Е. Н. Анненковой. — «Христианский король перед всем белым светом...» [Пер. с франц. М. Кудинов. С предисл. К. Пигарева]	Новый мир	1965	2.00	88—91
Галлай, М.			В полетах и после полетов. Из записок летчика-испытателя. [Кн. 3.]	Новый мир	1965	2.00	92—143
Лопес Пачеко, Хесус.			Шесть стихотворений: «Кладу руку на Испанию...» — «Как ты живешь, моя страна...» — «Мне многого не надо...» — «Не сняв рубахи, не могу писать...» — «Старого обмана...» — «Замолчать? Наоборот!..» Вольный пер. с испан.: К. Симонов	Новый мир	1965	3.00	130—131
Рудный, Владимир.			Маяк Каллбода. [Рассказ]	Новый мир	1965	3.00	132—152
Цветаева, Марина.			Стихи разных лет: Школа стиха. — Из цикла «Стихи к Пушкину»: «Бич жандармов, бог студентов...». Станок. — Куст. — Две главы из лирической сатиры «Крысолов». Подбор и подготовка текстов В. Швейцер	Новый мир	1965	3.00	153—166
Алигер, Маргарита.			Чилийское лето. [Из путевых впечатлений]	Новый мир	1965	3.00	167—193
Волков, Генрих.			Человек и будущее науки. [Публицистич. заметки]	Новый мир	1965	3.00	194—212
Азадовская, Л.			История одной фальсификации. [По поводу переписки А. М. Горького с В. И. Анучиным]	Новый мир	1965	3.00	213—229
Старикова, Е.			Герои Веры Пановой. [О романах «Спутники» и «Кружилиха»]	Новый мир	1965	3.00	230—238
Ахтанов, Т.			Буран. Повесть. Авториз. пер. с казах.: Е. Герасимов	Новый мир	1965	3.00	3—56
Межелайтис, Э.			Л,есная архаика. Стихи: Городок. — Работники. — Уют. — Капля. — Земляника. — Форель. Пер. с литов.: Д. Самойлов	Новый мир	1965	3.00	57—59
Воронов, Николай.			Спасители. Рассказ	Новый мир	1965	3.00	60—76
Эренбург, И.			Люди, годы, жизнь. [Воспоминания]. Кн. 6	Новый мир	1965	3.00	77—129
Драч, Иван.			Баллада о ведре. Стихи. Пер. с укр.: Ю. Даниэль	Новый мир	1965	4.00	164
Некрасов, Виктор.			Месяц во Франции. [Из путевых впечатлений]	Новый мир	1965	4.00	102—163
Гампер, Галина.			Старуха. Стихи	Новый мир	1965	4.00	165—166
Чивер, Джон.			Ангел на мосту. [Рассказ америк. писателя]. Пер. с англ.: Т. Литвинова	Новый мир	1965	4.00	167—174
Черниченко, Ю.			Кубань — Вологодчина. [О сел. хозяйстве Публицистич. заметки]	Новый мир	1965	4.00	175—199
Альберт-Площанская, Б.			Странички воспоминаний [о В. И. Ленине]	Новый мир	1965	4.00	19—24
			Отец и сын. Документы из жизни семьи Маковских. [Об участнике гражданской войны И. И. Маковском и воен. летчике, Герое Советского Союза С. И. Маковском. Публикация и предисл. И. Брайнина]	Новый мир	1965	4.00	200—201
Лакшин, В.			Писатель, читатель, критик. Статья 1	Новый мир	1965	4.00	222—240
Луначарский, А. В.			Письма А. В. Луначарского. [О деятельности на посту народного комиссара по просвещению. 1920—1922 гг. Публикация и предисл. И. Смирнова]	Новый мир	1965	4.00	241—255
Ийеш, Дюла.			Из лирики: Когда я в мир явился... — Добрый май. — Раненые. — Снежное воспоминанье. — Ты будешь жить. Пер. с венгер.: Ю. Левитанский	Новый мир	1965	4.00	25—28
Эренбург, И.			Люди, годы, жизнь. [Воспоминания]. Кн. 6	Новый мир	1965	4.00	29—83
Виноградская, Полина.			Памятные встречи. [Главы из книги воспоминаний. 1920—1921 гг.] К 95-летию со дня рождения В. И. Ленина	Новый мир	1965	4.00	3—18
Грекова, И.			Летом в городе. Рассказ	Новый мир	1965	4.00	84—101
Пантелеев, Л.			Из ленинградских записей. (Дневник писателя. Янв. 1944 г.]	Новый мир	1965	5.00	142—170
Болдуин, Джеймс.			Утро да вечер, и вскоре... [Рассказ америк. писателя]. Пер. с англ.: Т.Иванова	Новый мир	1965	5.00	171—196
			Данте Алигьери. Стихи о Каменной Даме. [Пер. с итал. и предисл. И. Н.Голенищева-Кутузова. На рус. яз. публикуются впервые]	Новый мир	1965	5.00	197—203
Данте Алигьери.			Стихи о Каменной Даме. [Пер. с итал. и предисл. И. Н.Голенищева-Кутузова. На рус. яз. публикуются впервые]	Новый мир	1965	5.00	197—203
Кин, Цецилия.			Блеск и нищета фашизма. [Италия. Публицистич. заметки]	Новый мир	1965	5.00	204—235
Бирюков, Ф.			Снова о Мелехове. [К дискуссии в печати о романе М. А. Шолохова «ТихийДон»]	Новый мир	1965	5.00	236—250
Малкин, М.			Эм. Казакевич — войсковой разведчик. [К биографии писателя]	Новый мир	1965	5.00	280—282
Конев, И.			Сорок пятый год. Страницы воспоминаний [Маршала Советского Союза]	Новый мир	1965	5.00	3—60
Федин, Конст.			Костер. Роман. Кн. 2	Новый мир	1965	5.00	61—89
Светлов, М.			Из неопубликованного. Стихи: Два признания. — Время. — «Живешь ты,ничего не ожидая...» — Арена. — Соловьи. — Песня слепцов. (Из вариантов к пьесе«Двадцать лет спустя»). — Весна	Новый мир	1965	5.00	90—94
Тендряков, В.			Паденка — век короткий. Повесть	Новый мир	1965	5.00	95—141
Энценсбергер, Ганс Магнус.			Пять стихотворений [поэта из ФРГ]: «Нам не на что обижаться...» — Речь в защиту убийцы. — Сомнения. — Утопия. — В учебник для старших классов. Пер. с нем.: Л. Гинзбург	Новый мир	1965	6.00	145—148
Яшин, Александр.			Угощаю рябиной Рассказ	Новый мир	1965	6.00	149—156
Блейк, Уильям.			Из «Песен Невинности»: Смеющееся эхо; О скорби ближнего; Весна. — Из «Песен Опыта»: Заблудившийся мальчик; Человеческая абстракция. — Стихотворения 1793—1811 гг.: «Есть, улыбка любви...»; «Я слышу зов...»; «Разрушьте своды церкви мрачной...»; «К восставшей Франции...»; Богатство; Эпитафия; Мэри; Длинный Джон Браун и малютка Мэри Бэлл. — Из «Прорицаний Невинности». [Стихи англ. поэта. Пер.: С. Маршак. С предисл. В. Жирмунского «Уильям Блейк в переводах С. Маршака»]	Новый мир	1965	6.00	157—167
Майский, И. М.			Борьба за второй фронт. Из записок посла. [1942—1943 гг.]	Новый мир	1965	6.00	168—186
Верховский, Н.			Искусство управлять. Заметки из Целинного края. [О совхозе «Рузаевский». Кокчетавская обл.]	Новый мир	1965	6.00	187—205
Гефтер, М.	Драбкин, Я.	Мальков, В	Мир за двадцать лет. [1945—1965 гг. Междунар. обозрение]	Новый мир	1965	6.00	206-230
Соколов, В.			Свой жанр. (О докум. прозе С. С. Смирнова)	Новый мир	1965	6.00	231—236
Зонина, Л.			Заметки о Сент-Экзюпери	Новый мир	1965	6.00	237—249
Конев, И.			Сорок пятый год. Страницы воспоминаний [Маршала Советского Союза]	Новый мир	1965	6.00	3—59
Бровка, Петрусь.			Стихи этого года: «Родная речь —первоисточник...» — «Да, жизнь прожить — не поле перейти...» — «Еще я крепок и подвижен...» — «Люблю и солнышко в зените...» Пер. с белорус.: Я. Хелемский	Новый мир	1965	6.00	60—61
Семин, Виталий.			Семеро в одном доме. Повесть	Новый мир	1965	6.00	62—144
Конев, И.			Сорок пятый год. Страницы воспоминаний [Маршала Советского Союза]	Новый мир	1965	7.00	100—142
Бережков, Валентин.			На рубеже мира и войны. С дипломатич. миссией в Берлине(1940—1941)	Новый мир	1965	7.00	143—184
Майский, И. М.			Борьба за второй фронт. Из записок посла	Новый мир	1965	7.00	185—210
Твардовский, А. Т.			О Бунине. Статья написана в качестве предисл. к собранию сочиненийИ. А. Бунина, выпускаемому изд-вом «Художественная литература»	Новый мир	1965	7.00	211—233
Виноградов, И.			По страницам «Деревенского дневника» Ефима Дороша	Новый мир	1965	7.00	234—253
Луконин, Михаил.			Грузинская зима. Стихи: Крепость. — Две Нины. — Зима. — Наперевале	Новый мир	1965	7.00	3—8
Лихоносов, Виктор.			Что-то будет. Рассказ. Кубань 1965 4 4—10;	Новый мир	1965	7.00	31—42
Рыбачук, Ада.			На острове Колгуеве. [Из впечатлений о Ненец. нац. округе]	Новый мир	1965	7.00	43—97
Славич, С.			Из жизни Парфентия Пятакова. [Рассказ]	Новый мир	1965	7.00	9—30
Грубин, Франтишек.			Из стихов военных лет. Пер. с чешского: Ю. Даниэль	Новый мир	1965	7.00	98—99
Малдонис, Альфонсас.			Мой сосед Адам. [Стихи литов. поэта. Пер.: Ю. Левитанский]	Новый мир	1965	8.00	3
Шимкус, Владас.			Тополя. [Стихи литов. поэта. Пер.: Ю. Левитанский]	Новый мир	1965	8.00	5
Корнилов, Вл.			Три стихотворения: Сверстницы. — «Вот уж переживаний...» — Дорога	Новый мир	1965	8.00	101—102
Гусев, В.			Рыбный день. Рассказ	Новый мир	1965	8.00	103—115
Антипенко, Н. А.			Тыл фронта. [Из воспоминаний зам. командующего 1-го Белорус. фронта по тылу]	Новый мир	1965	8.00	116—165
Майский, И. М.			Борьба за второй фронт. Из записок посла. [1942—1943 гг.]	Новый мир	1965	8.00	166—187
Буковский, К.			Малые города. [О перспективах развития. Публицистич. заметки]	Новый мир	1965	8.00	188—206
Фейнберг, Е.			Обыкновенное и необычное. (Заметки о развитии современной науки)	Новый мир	1965	8.00	207—229
Аникст, А.			«Носороги» в Нью-Йорке. [О соц. сущности пьесы франц. драматурга Э. Ионеско «Носороги»]	Новый мир	1965	8.00	230—245
Марцинкявичюс, Юстинас.			Вечер: атомная бомба. [Стихи литов. поэта. Пер.: Ю. Левитанский]	Новый мир	1965	8.00	3—4
Межелайтис, Эдуардас.			Кордильеры. [Стихи литов. поэта. Пер.: Ю. Левитанский]	Новый мир	1965	8.00	4—5
Булгаков, М.			Театральный роман. [С послесл. В. Топоркова «О «Театральном романе» Михаила Булгакова»]	Новый мир	1965	8.00	6—100
Дриз, О.			Два стихотворения [еврейского поэта]: Последние заботы. — Листья. Пер.: Т. Спендиарова	Новый мир	1965	9.00	104—105
Сэлинджер, Дж. Д.			Выше стропила, плотники! Повесть. — Хорошо ловится рыбка-бананка... Рассказ. [Пер. с англ.: Р. Райт-Ковалева]	Новый мир	1965	9.00	106—150
Сэлинджер, Дж.			Д. Выше стропила, плотники! Повесть. — Хорошо ловится рыбка-бананка... Рассказ. [Пер. с англ.: Р. Райт-Ковалева]	Новый мир	1965	9.00	106—150
Конашевич, В.			О себе и своем деле. (Записки художника)	Новый мир	1965	9.00	12—59
Каверин, В.			За рабочим столом. [Из воспоминаний писателя]	Новый мир	1965	9.00	151—168
Инфельд, Леопольд.			Страницы автобиографии физика. [Главы из книги польского ученого «Очерки прошлого»]. Пер. с польского	Новый мир	1965	9.00	169—195
Любимов, Лев			«Пермские боги». [О коллекции деревянной скульптуры XVII—XVIII вв. Перм. худож. галлереи]	Новый мир	1965	9.00	196—211
Лисичкин, Г.			Гектары. Центнеры. Рубли. (Заметки экономиста)	Новый мир	1965	9.00	212—229
Маршак, С. Я.			Молодым поэтам. [Публикация статьи о поэтич. мастерстве. С предисл. ред.]	Новый мир	1965	9.00	230—252
Твардовский, А.			Из новых стихов	Новый мир	1965	9.00	3—11
Панченко, Пимен.			Из лирики: «Часы отсчитали двенадцать...» — Ночные голоса. — Праздничные салюты. — «Скорей бы пришла зима...» — Родной язык. [Стихи белорус. поэта]. Пер.: Я. Хелемский	Новый мир	1965	9.00	60—63
Аракчеев, Ю.			Подкидыш. Рассказ	Новый мир	1965	9.00	64—82
Соколов-Микитов, И.			Из таймырских записей. [Воспоминания участника арктич. экспедиции]	Новый мир	1965	9.00	83—103
Шервинский, С.			Восток на западе. [Из впечатлений о поездке по Сев. Тунису]	Новый мир	1965	10.00	152—175
Волин, П.			Продиктовано жизнью. Заметки о практич. экономике	Новый мир	1965	10.00	176—188
Чернявский, В. С.			Встречи с Есениным. [Из рукописи «Три эпохи встреч», хранящейся вГос. лит. музее. Напеч. с сокращениями. Публикация подгот. А. Козловским]	Новый мир	1965	10.00	189—201
Смирнов-Сокольский, Н. П.			Последняя находка. [Публикация выдержек из тетрадизаписей И. А. Бунина, датированной 2 авг. 1917 г. по май 1918 г.] Подгот. к печати С. П.Близниковская	Новый мир	1965	10.00	213—221
			К автобиографии И. Бунина. [Беседы, интервью для печати и ответ И. А. Бунина наанкету, провед. газ. «Одесские новости» к 10-й годовщине со дня смерти А. П. Чехова.1901—1914 гг.] Публикация вступит. заметка и коммент. А. Нинова	Новый мир	1965	10.00	222—230
Зинченко, Г.			Встречи с С. Я. Маршаком	Новый мир	1965	10.00	271—275
Голубцов, В.			О научном издании литературного наследства Н. К. Крупской	Новый мир	1965	10.00	276—278
Топоров, А.	Федик, М		...И зримо даже для слепых! [Критич. замечания в адрес поэта А.Поперечного]	Новый мир	1965	10.00	278—279
Кулиев, Кайсын.			Из новой книги стихов: Дождь идет. — «Мила мне в сильных слабость, вслабых сила...» — «Унеси, река, печаль и горе...» — «Не верю тем, чьи никогда...» — Ядолжен быть благодарен судьбе. — Когда цветет боярышник. Пер. с балкар.: Н. Гребнев	Новый мир	1965	10.00	3—6
Шкляревский, Игорь.			Как будто облако упали. — «И шумели всю ночь тополя...» [Стихи]	Новый мир	1965	10.00	3—64
Киреев, Р.			Мать и дочь. Рассказ	Новый мир	1965	10.00	44—62
Марьямов, А.			За тюлькой. [Рассказ]	Новый мир	1965	10.00	65—71
Герасимов, Е.			Дикие берега. [Повесть]	Новый мир	1965	10.00	7—43
Искандер, Фазиль.			Баллада об охоте и зимнем винограде. [Стихи]	Новый мир	1965	10.00	72—73
Фуэртес, Глория.			Из разных книг. Стихи: У нас все в порядке. — Уход человека. —Автобиография. — «Эта боль старит больше, чем время...» — «Бесполезно...» — «Ещесколько хочешь людей, называющих ветер зефиром...» Пер.: с испан. М. Самаев. [Спредисл. ред.]	Новый мир	1965	10.00	74—77
Конашевич, В.			О себе и своем деле. (Записки художника)	Новый мир	1965	10.00	78—129
Квливидзе, Михаил.			Поэт. Стихи. Пер. с груз.: Е. Николаевская	Новый мир	1966	10.00	3
Григорян, Л.			«О, Муза быта, ты всегда права...» Стихи	Новый мир	1966	10.00	119
Глушкова, Татьяна.			Два стихотворения: «Здесь белый снег, как белый ливень...» — «В тотранний час, когда пришла беда...»	Новый мир	1966	10.00	120
Голубков, Дмитрий.			Возвращение. Стихи	Новый мир	1966	10.00	125
Передреев, А.			О матери. Стихи	Новый мир	1966	10.00	132
Макаров, А.			Накануне прощания. Рассказ	Новый мир	1966	10.00	121—124
Камов, Ф.			Я — маленький. Рассказ	Новый мир	1966	10.00	126—131
Пантелеев, Л.			О Маршаке. [Из воспоминаний]	Новый мир	1966	10.00	133—151
Пименов, Ю.			Новые кварталы. [О сопроводит, тексте к одноим. альбому художника,подгот. к печати в изд. «Сов. художник»]	Новый мир	1966	10.00	180—187
Волынский, Леонид.			Охраняется государством. [Об охране памятников архитектуры.Полем. заметки]	Новый мир	1966	10.00	188—213
Шервинский, С.			В Генуе, в Риме. [Путевые заметки]	Новый мир	1966	10.00	214—232
Чиковани, Симон.			Песнь любви, дружбы и доблести. [О символике образов в поэме Ш.Руставели «Витязь в тигровой шкуре». Напеч. с сокр. С предисл. И. Андроникова]. Пер. сгруз	Новый мир	1966	10.00	233—243
Дементьев, А.			На Первом съезде писателей. [1934 г.] По страницам стеногр. отчета	Новый мир	1966	10.00	244—258
Виткович, Виктор.			Дороги, встречи, рассказы. [Из книги «Длинные письма»]	Новый мир	1966	10.00	4—118
Шефнер, Вадим.			Мирная ночь. — Ответ. [Стихи]	Новый мир	1966	11.00	106
Михня, Паул.			Желудь. Стихи. Пер. с молдав.: Н. Матвеева	Новый мир	1966	11.00	131
Золотарев, Б.			Невеста. Рассказ	Новый мир	1966	11.00	107—128
Леонович, Владимир.			Два стихотворения: Говорящий правду. — «И ветвь оставиласучок...»	Новый мир	1966	11.00	129—130
Каверин, В.			Несколько лет. [Автобиогр. заметки]	Новый мир	1966	11.00	132—158
Козлов, Г.	Румер, М		Только начало. [Заметки о работе пром. предприятий Москвы вновых условиях планирования и экон. стимулирования]	Новый мир	1966	11.00	165—182
Губер, А.			Вьетнам сражается. [О борьбе против агрессии США]	Новый мир	1966	11.00	183—194
Белкина, М.			«Главная книга». История одной библиотеки. [Об изданиях поэзии XX в.,собранных лит. критиком А. К. Тарасенковым. С предисл. А. Твардовского]	Новый мир	1966	11.00	195—224
Мотылева, Т.			Глазами друзей и врагов. Полвека советской литературы. [С предисл. ред.]	Новый мир	1966	11.00	225—243
Шарапов, Ю.			Энциклопедия современного марксизма. К выходу Полного собраниясочинений В. И. Ленина	Новый мир	1966	11.00	244—250
Энгель, С.			Где письма Натальи Николаевны Пушкиной? [О судьбе писем Н. Н. Пушкинойк А. С. Пушкину из Румянцевского музея]	Новый мир	1966	11.00	272—279
Таубин, Юлий.			Стихи тридцатых годов: Вам... — Смерть. — Моя вторая книга. [Пер. сбелорус.: Я. Хелемский; Н. Кислик. С предисл. А. Кулешова]	Новый мир	1966	11.00	3—7
Марьенков, Ефрем.			Огонь на Севере. [О периоде иностр. воен. интервенции и гражд.войны. 1918—1920 гг.] Записки краскома	Новый мир	1966	11.00	8—81
