basic_molodaia_gvardiia	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Крылов Н. И.			Огненный бастион. [Об обороне Севастополя. 1941—1942 гг.Воспоминания Маршала Сов. Союза. Журн. вариант. Ч. 2. С примеч. ред.]	Новый мир	1972	8.00	217—248
Мясников А.			Критика и современность. [О задачах лит.-худож. критики]	Новый мир	1972	8.00	249—264
Бровка Петрусь			Как молнии, наши дни. Стихи: «Как молнии, наши дни...» — «Поройобиды груз холодный...» — Первые стихи. — И ручеек и водопад. — Если б снова... —Поговорим-ка по душам. — Друзьям критикам. — Путь один. Пер. с белорус.: В. Корчагин	Новый мир	1972	8.00	3—7
Нагнибеда, Микола			В день рождения. Стихи. Пер. [с укр.:] Ю. Саенко	Новый мир	1972	9.00	3
Мысык, Василь			В музее. Стихи. Пер. [с укр.:] Н. Котенко	Новый мир	1972	9.00	5
Антонич, Богдан-Игорь			Ометы. Стихи. Пер. [с укр.:] Н. Котенко	Новый мир	1972	9.00	6
Мовчан, Павло			Белый дождь. Стихи. Пер. [с укр.:] Н. Котенко	Новый мир	1972	9.00	10
Киселев, Леонид			Исповедь отцу. Стихи. Пер. [с укр.:] П. Котенко	Новый мир	1972	9.00	11
Сердюк, Юрий			«Соболиных молний...» Стихи. Пер. [с укр.:] Н. Котенко	Новый мир	1972	9.00	13
Нечереда, Борис			Снегири. Стихи. Пер. [с укр.:] В. Корчагин	Новый мир	1972	9.00	14
Дорошко, Петро			Зовут меня расстояния. Стихи. Пер. [с укр.:] Н. Котенко	Новый мир	1972	9.00	15
Боровой, Василий			Степное. Стихи. Пер. [с укр.:] Н. Котенко	Новый мир	1972	9.00	16
Олейник, Борис			«Простые ратаи больших и малых сел...» — Мой долг. [Стихи. Пер. сукр.: Н. Котенко, В. Корчагин]	Новый мир	1972	9.00	§—9
Танк, Максим			Партизанская школа. Стихи. Пер. с белорус.: Я. Хелемский	Новый мир	1972	9.00	100—101
Семенова, Нина			В воскресенье рано утром... Повесть	Новый мир	1972	9.00	102—139
Чернявский, Микита			«Латвия — ласточка звонкокрылая...» — Из латвийских этюдов.[Стихи. Пер. с укр.: Н. Котенко]	Новый мир	1972	9.00	11—13
Юровских, Василий			Материнское благословение. [Рассказ]	Новый мир	1972	9.00	140—148
Семин, Виталий			Строится жизнь. [О стр-ве Кам. автомоб. з-да. г. Набережные Челны].Очерк	Новый мир	1972	9.00	149—169
