aut_lastn, aut_firstn	aut_lastn, aut_firstn	aut_lastn, aut_firstn	contribution_title	journal	year	issue	page_range
Тиммерман Олег			Мы — псковские. — Гвозди. [Стихи]	Наш современник	1970	7	56—57
Уханов Иван			Сено — солома. Рассказ. Илл.: В. Карасев	Наш современник	1970	7	58—67
Буртынский Александр			Галага. Рассказ	Наш современник	1970	7	70—75
Романов Александр			В гостях у Павла Беляева. — Улица Александра Яшина. [Стихи]	Наш современник	1970	7	76—77
Алачачян Арменак			Не только о баскетболе. Главы из книги. Лит. запись А. Пинчука	Наш современник	1970	7	92—101
Соловьев Аркадий			«Все меньше лесов остается...» — «Лес был отравлен с самолета...» —«Сосновый бор шумит тревожно...» [Стихи]	Наш современник	1970	8	55
Зайцев В.			Мифы и действительность. [К гипотезе о существовании внеземныхцивилизаций, основанной на анализе религ. мифов и легенд. С примеч. Н. Ф. Жирова]	Наш современник	1970	8	104—113
Югов Алексей			Открыватель народных сокровищ. К 60-летию [археографа] В. ЯМалышева	Наш современник	1970	8	114—117
Прийма Наталья			Эстрадные моды	Наш современник	1970	8	118—120
Ледков Василий			«Стал луною месяц медный...» — Пурга. [Стихи]. Пер. с ненец.: М.Борисова	Наш современник	1970	8	3—4
Вакуловская Лидия			Единственный. Рассказ. Илл.: В. Карабут	Наш современник	1970	8	58—69
Стаут Рекс			Все началось в Омахе. Роман [америк. писателя]. Пер. с англ.: А. Горский и Ю.Смирнов. Илл.: Ю. Киселев	Наш современник	1970	8	72—86
Распутин Валентин			Последний срок. Повесть. Илл.: Д. Бязров	Наш современник	1970	8	8—54
Алексеев Михаил			Американский дневник. [Путевые заметки]	Наш современник	1970	8	95—103
Михайлов Олег			«Мне нельзя без России...» К 100-летию со дня рождения А. И. Куприна.—	Наш современник	1970	9	115—121
Еремин Игорь			Пулями пробитые стихи. — Россиянки. — «В купе, с гитарой наготове...»— Кино в селе [Стихи]	Наш современник	1970	9	3—5
Сидоров Валентин			Письма о любви. Цикл стихов	Наш современник	1970	9	58—62
Абу-Бакар Ахмедхан			Браслет с камнями. Повесть. Пер. с дартин.: Л. Асанов и Н. Асанов.Илл.: Д. Бязров	Наш современник	1970	9	6—57
Стаут Рекс			Все началось в Омахе. Роман [америк. писателя]. Пер. с англ.: А. Горский иЮ. Смирнов	Наш современник	1970	9	70—83
Ганина Майя			Подборовье, Самолва, Волкове. [О диалектол. экспедиции в Псковскуюобл.] Очерк	Наш современник	1970	9	86—106
Яроцкий Борис			Корреспонденты военных плацдармов. [О воен. кор. С. А. Борзенко и С.М. Бозунове. Из цикла «Что помнят ветераны». С примеч. ред.]	Наш современник	1970	10	103—106
Куняев Станислав			«Если душу вылюбить до дна...» К 75-летию со дня рождения С.Есенина	Наш современник	1970	10	107—113
Смирнов Ник			Талант, трагедия, награда. К 100-летию со дня рождения П. А Бунина	Наш современник	1970	10	114—118
Старшинов Николай			Ее прекрасные черты... Стихи: «Она меняется с годами...» — «Вэтом доме бабушка жила...» — «Но ты послушай, нет, послушай...» — «Пригорюниласьмоя сторонушка...» — «Это озеро мое в рассветной дрожи...» — «И в этой холоднойизбе...» — «Все я заново начну и все я сдюжу...»	Наш современник	1970	10	17—20
Коновалов Григорий			Постой в Кудеярове. Рассказ	Наш современник	1970	10	3—16
Ругоев Яакко			Ювалакша — залив зерна. — Карельская лайка. [Стихи]. Пер. с фин.: Р.Винонен	Наш современник	1970	10	35—36
Измайлов Владимир			Урок не по расписанию. Рассказ	Наш современник	1970	10	38—45
Гольский Евгений			Айвасэдо. Стихи	Наш современник	1970	10	46—47
Стаут Рекс			Все началось в Омахе. Роман [америк. писателя]. Пер. с англ.: А. Горский и Ю.Смирнов	Наш современник	1970	10	65—77
Фирсов Анатолий			Не ради славы. [Записки хоккеиста].	Наш современник	1971	4	101—108
Выходцев П			Жизнь искусства — жизнь народа. В. И. Ленин и проблема народностилитературы	Наш современник	1971	4	109—116
Григорьян К.			Разберемся в частностях. К опорам о формализме, новаторстве и традициях[в литературоведении]	Наш современник	1971	4	117—121
Кузнецов Вадим			Под смоленской стеною. — «Такое время — мода на эрзацы...» — «Уедув гости...» — «Ну вот и снова липа зацвела...» [Стихи]	Наш современник	1971	4	24—26
Скалон Андрей			На бугре. Рассказ	Наш современник	1971	4	27—36
Нагибин Юрий			Поездка с другом. Рассказ. Ил.: В. Дмитриев	Наш современник	1971	4	3—23
Семакин Владимир			Речка детства. [Стихи]: «Все мне видно: луг поемный...» — «Закустами — речка детства...» — «Жаль, не скоро...» — «Я не верю в молочные реки...»	Наш современник	1971	4	37—39
Яшин Александр			Вместе с Пришвиным. [Из книги воспоминаний]	Наш современник	1971	4	40—56
Сидоров Валентин			Отблески берез. [Стихи]: Поэту. — «Я стою на слиянии рек...» —Ученик Пифагора. — «Вспорхнули листья, словно воробьи...»	Наш современник	1971	4	57—58
Ле Карре Джон			Долгие ночи в Карне. Роман. Пер. с англ.: Л. Асанов. Ил.: М.Лисогорский	Наш современник	1971	4	59—79
Колобов Владимир			Воспитай ученика! Рассказ о токаре-умельце Герое Соц. Труда Л. Я.Мехонцеве	Наш современник	1971	4	80—86
Галинский Аркадий			Не сотвори себе кумира. Некоторые уроки чемпионата мира пофутболу 1970 г	Наш современник	1971	5	102—114
Щербина В.			Путь социализма, пути искусства. [Сов. литература в зарубеж.литературоведении]	Наш современник	1971	5	115—123
Серебряков Геннадий			Бессмертная дружина. [Стихи]	Наш современник	1971	5	3—8
Лихоносов Виктор			Осень в Тамани. Записки после дороги	Наш современник	1971	5	32—57
Нагибов Евгений			Своя ноша. Докум. повесть	Наш современник	1971	5	58—70
Золотарев Леонид			Пешком по земле. Невыдуманные рассказы: Глинописец. —Берестяные песни. — Седые хлеба	Наш современник	1971	5	71—80
Конорев Лев			Есть праздники в русских селеньях... [О проведении соврем. нар.праздников]	Наш современник	1971	5	85—90
Рынкевич Владимир			Вариант Луканова. Рассказ. Ил.: В. Ковынев	Наш современник	1971	5	9—31
Ле Карре Джон			Долгие ночи в Карне. Роман. Пер. с англ.: Л. Асанов. Ил.: М.Лисогорский	Наш современник	1971	5	91—101
Федоров Василий			Из новых стихов: «Что живешь...» — «Грубо прогнанная с нивы...»	Наш современник	1971	6	3
Нагибов Евгений			Своя ноша. Докум. повесть	Наш современник	1971	6	100—112
Атанов Г.			Великое содружество. Ленинская концепция народности и творчество М.Горького	Наш современник	1971	6	113—118
Колыхалов Владимир			Июльские заморозки. [Автобиогр. повесть]	Наш современник	1971	6	5—58
Шошин Михаил			Деревенский обычай. Рассказ	Наш современник	1971	6	59—63
Рубцов Николай			Из слова высекать огонь. Стихи: Далекое. — «Мы будем свободны, какптицы...» — Венера. — Ферапонтово. — «Брал человек...» — Судьба. — У размытойдороги. — «У сгнившей лесной избушки...» — «Уже деревня вся в тени...» — Сентябрь. —Под ветвями больничных берез. — «За Вологду, землю родную...» Предисл. В. Астафьева.—	Наш современник	1971	6	64—69
Леонов Алексей			Типан. Рассказ. Ил.: О. Вуколов	Наш современник	1971	6	70—84
Ле Карре Джон			Долгие ночи в Карне. Роман. Пер. с англ.: А. Асанов. Ил.: М.Лисогорский	Наш современник	1971	6	85—97
Савинов Евгений			Лебеди на Рыбинском море. — «На комбайне бабье лето...» [Стихи]	Наш современник	1971	7	77
Глазков Михаил			Поэт в Карабихе. [Стихи]	Наш современник	1971	7	81
Крупенков Николай			Ломая привычные устои... [О концентрации и специализацииживотноводч. хоз-ва в колхозе им. Фрунзе. Белгор. обл.]	Наш современник	1971	7	103—107
Нагибин Юрий			Кенийские заветы	Наш современник	1971	7	108—117
Полторацкий Виктор			Утверждение радости. Заметки о творчестве [писателя] Б. Зубавина.—	Наш современник	1971	7	118—122
Фролов Леонид			Полежаевские ягоды. Повесть. Ил.: Е. Капустин	Наш современник	1971	7	2—61
Фокина Ольга			Из новых стихов: «Забуду ль эти праздники...» — «В снегу шубенкинаши...»	Наш современник	1971	7	62—65
Солоухин Владимир			Картинка на стекле. Рассказ. Ил.: А. Черенков	Наш современник	1971	7	66—73
Смирнов Иван			Отчаянный коммунист. — Дубки. [Стихи]	Наш современник	1971	7	75—76
Голосов Павел			Россия. — Приглашение на Сить. [Стихи]	Наш современник	1971	7	76—77
Иванов Александр			Марьины гости. — Землячка. — «А мне, как личные подарки...» —«Да, испокон веков почтенье...» — Сенокосное утро. [Стихи]	Наш современник	1971	7	78—81
Залыгин Сергей			Ангельская ночь. Рассказ	Наш современник	1971	7	82—94
Белов Василий			Случайные этюды. [Рассказы]: Просветление. — «Драма» — Рыбацкаябайка. — Колыбельная	Наш современник	1971	7	95—102
Сорокин Валентин			Россия. Стихи	Наш современник	1971	8	105
Романов Александр			Поземка. Стихи	Наш современник	1971	8	103—104
Гребнев Анатолий			Синие сугробы. [Стихи]: Белое поле. — Вдовья песня. — Масленица.— Свадьбы	Наш современник	1971	8	71—73
Мамакаев Магомет			Годы мои. — «Прекрасна жизнь...» [Стихи]. Пер. с чечен.: А.Передреев	Наш современник	1971	9	84
Михайлов Олег			Тихий свет. О творчестве [писателя] В. Лихоносова	Наш современник	1971	9	113—122
Ковалев Дмитрий			Из новых стихов: Летний ливень. — Вдвоем. — Сож. — «Завечеревшиебезгласные луга, дубравы...»	Наш современник	1971	9	54—55
Шукшин Василий			Характеры. Рассказы: Дядя Ермолай. — Хозяин бани и огорода. —Хмырь. — Ноль-ноль целых. — Письмо. — «Жена мужа в Париж провожала...» —Ораторский прием. Ил.: О. Вуколов	Наш современник	1971	9	56—81
Стаут Рекс			Умолкнувший оратор. Роман [амер. писателя]. Пер. с англ.: А. Горский, Ю.Смирнов	Наш современник	1971	9	85—98
Колобов Владимир			Как живешь деревенька? [Проблемы сселения неперспективныхдеревень. Очерк]	Наш современник	1971	9	99—106
Хожаназаров Улмамбет			«Гора строга и высока...» Стихи. Пер. с каракалп.: А. Каныкин	Наш современник	1971	10	59
Прийма Наталья			Слово на эстраде	Наш современник	1971	10	102—106
Чалмаев Виктор			Доверие к жизни. Заметки о творчестве Е. Носова	Наш современник	1971	10	112—121
Поскребышев Олег			Глубинка. Стихи: После посевной. — Вдали от больших городов. —Российские Иваны	Наш современник	1971	10	3—7
Матмуратов Толепберген			Я видел: девушка ковер неторопливо вышивала...» — Кара-Суу.[Стихи]. Пер. с каракалп.: А. Каныкин	Наш современник	1971	10	59—60
Сейтназаров Галым			Пески. — «Две могилы...» [Стихи]. Пер. с каракалп.: А. Каныкин	Наш современник	1971	10	60—61
Воронин Сергей			Волевой прием. Рассказ	Наш современник	1971	10	62—67
Стаут Рекс			Умолкнувший оратор. Роман [амер. писателя]. Пер. с англ.: А. Горский и Ю.Смирнов	Наш современник	1971	10	68—85
Воробьев Константин Дмитриевич			Вот пришел великан... Повесть. Ил.: Б. Косульников	Наш современник	1971	10	8—58
Кинелев Г.			О сельском клубе — не со стороны. [К вопросам подъема культуры на селе]	Наш современник	1971	10	86—92
Галинский Аркадий			Около спорта. [Заметки спорт. журналиста]	Наш современник	1971	10	96—101
Нагибин Юрий			Рассказы хранителя Лукоморья. [О хранителе Пушкин. заповедника С. С.Гейченко]	Наш современник	1971	11	102—105
Петровский Юрий			«...Найти в человеке человека». К 150-летию со дня рождения Ф. М.Достоевского	Наш современник	1971	11	106—112
Залыгин Сергей			Рассказ и рассказчик. Заметки писателя	Наш современник	1971	11	113—119
Потанин Виктор			Над зыбкой. Повесть. Ил.: Ю. Корнеев	Наш современник	1971	11	2—44
Семенов Владимир			В неоплатном долгу. Стихи: Сталинград. — Та первая военная зима.— Пули. — Мать Володи Шестапалова. — «Орудия зачехлены...»	Наш современник	1971	11	45—46
Жигулин Анатолий			Из книги «Чистое поле». Стихи: «Знакомый край с холоднойдалью...» — «Опять в полях светло и пусто...» — «Белеет зябь морозными ожогами...» —«Согрело мартовское солнце...»	Наш современник	1971	11	47—48
Сафонов Эрнст			Крыша над головой отца. Рассказ	Наш современник	1971	11	49—60
Хаким Сибгат			Три стихотворения: «Первый холм». — «Несмелый дождь струится поплащу...» — «Я знаю, что видел Муса...» [Пер. с татар.: Р. Морган, Н. Беляев, Р. Кутуй]	Наш современник	1971	11	61—62
Стаут Рекс			Умолкнувший оратор. Роман [амер. писателя]. Пер. с англ.: А. Горский, Ю.Смирнов	Наш современник	1971	11	63—80
Федоров Василий			Умельцы. [О худож. росписи и чеканке по серебру мастеров г. ВеликиеЛуки и аула Кубачи]	Наш современник	1971	12	100—103
Прийма Федор			Он лиру посвятил народу своему. К 150-летию со дня рождения Н. А.Некрасова	Наш современник	1971	12	105—112
Леонов Алексей			Австрийская коса. Рассказ. Ил.: Б. Косульников	Наш современник	1971	12	3—40
Сидоров Валентин			Пробуждение. [Поэма]	Наш современник	1971	12	41—45
Федоров Павел			Надежда Рассказ	Наш современник	1971	12	47—54
Рыжиков Иван			От сердца молвилось... (Послание другу). [Стихи]	Наш современник	1971	12	55—57
Домнин Алексей			Из лирического дневника. Стихи: «Неслышно состарилась мама...» —«И в нас они бунтуют, деды...» — Душа камня. — Забылись взрывов черные столбы...» —«Я с миром связан ниточкою тонкой...» — «Когда тоскуют звери в тесных клетках...» —«Дымятся пухом тополи...» — «Мир снега замели...»	Наш современник	1971	12	56—59
Залыгин Сергей			Коровий век. Рассказ	Наш современник	1971	12	60—68
Соколов Василий			Родное северное слово. Рассказы: У костра. — По бруснику с песнями	Наш современник	1971	12	69—78
Стаут Рекс			Умолкнувший оратор. Роман [амер. писателя]. Пер. с англ.: А. Горский и Ю.Смирнов	Наш современник	1971	12	77—89
Нури, Заки			Мы. Стихи. Пер. с. татар.: В. Савельев	Наш современник	1972	10	2
Муратов., Игорь			Чистое искусство. Стихи. Пер. с укр.: В. Корчагин	Наш современник	1972	10	3
Соболев, Владимир			Верни меня, мама... Стихи	Наш современник	1972	10	4
Юхма, Михаил			Памятник отцу. Стихи. Пер. с чуваш.: И. Пашков	Наш современник	1972	10	5
Шерали, Мастон			Мать. Стихи. Пер. с тадж.: С. Куняев	Наш современник	1972	10	2—3
Автономов, Владимир			Три стихотворения: Солдатки. — «На людях, ну, а чаще водиночку...» — «Хоть и твержу я сам себе...»	Наш современник	1972	10	33—34
Шукшин, Василий			Страдания молодого Ваганова. — Беседы при ясной луне. — Мнение.— Беспалый. Рассказы. Ил.: И. Михайлин	Наш современник	1972	10	39—64
Нагибин, Юрий			Из «Книги детства». Рассказы: Как я не стал футболистом. — Янька.Ил.: Б. Косульников	Наш современник	1972	10	6—32
Крупин, Владимир			Зерна. Варварины рассказы	Наш современник	1972	10	65—75
Кушманов, Виктор			«В молодые наши леты...» [Из истории разведки Вуктыльск.газоконденсатного месторождения. Коми АССР. Очерк]	Наш современник	1972	10	76—86
Соловьев, Виктор			Из охотничьей тетради. [Рассказы:] Лесные ночлеги. — Случайный луч.— Самая звучная тесня. — Иллюзии. — Не впрок	Наш современник	1972	10	95—98
Иванов, Валентин			Где вы, лидеры? [Глава из книги заслуж. мастера спорта «Центральныйкруг», подгот. к печати в изд-ве «Физкультура и спорт»]	Наш современник	1972	10	99—106
Куняев, Борис			Дорогой отцов. [Стихи]	Наш современник	1972	11	2
Переведенцев, Виктор			Из деревни в город. [Проблемы миграции сельск.населения]	Наш современник	1972	11	100—110
Казаков, Юрий			Долгие крики. Из книги «Северный дневник». Ил.: О.Вуколов	Наш современник	1972	11	11—47
Колобов, Владимир			Сибирское яблоко. [О Краснояр. плодово-ягоднойопытной станции]	Наш современник	1972	11	111—116
Лапшин, М			Доверенность на счастье. О творчестве [поэта] А. Межирова	Наш современник	1972	11	123—127
Романов, Александр			Черный хлеб. Поэма	Наш современник	1972	11	48—53
Абашидзе, Ираклий			Два стихотворения: Родине. — «Нас, поэтов, не жалует старость...»Пер. с груз.: С. Куняев	Наш современник	1972	12	7
Каххори, Абдужаббор			Время, Стихи: Сверстники. — «Нет, меня не обошла война...»	Наш современник	1972	12	43
Граши, Ашот			Уральские сонеты: «Передо мной узорчатая крепость...» — «Мне нравитсязеленый звон сосны...» — «Пермские боги!..» Пер. с арм.: В. Боков	Наш современник	1972	12	44
Джусуев, Сооронбай			Клубящиеся облака. — Быть человеком. [Стихи]. Пер. с кирг.: Г.Корин	Наш современник	1972	12	73
Сеидов, Мамед			Узоры. Стихи: Ковры. — «Пишу стихи короткие опять...» — «ДалаПрирода жизнь скупою мерой...»	Наш современник	1972	12	74
Бебия, Платон			Восьмистишия: «Как-то лошадь искал я рассветной порой...» — «Домхозяин строить намечает...» — «Курица слыла большой трусихой...» — «Надевали отцычерной ткани бешметы...» — «Эрцаху гордый, страж родимых мест!..» — «Чтоб жизньпрожилась и светлее, и чище...» Пер. с абхаз.: И. Фоняков	Наш современник	1972	12	78
Федоров, Владимир			Баллада о солдатке. — Взлет. [Стихии]	Наш современник	1972	12	79
Сухов, Федор			Март. Стихи	Наш современник	1972	12	81
Тельнюк, Станислав			Слово. Стихи. Пер. с укр.: В. Корчагин	Наш современник	1972	12	82
Джанелидзе, Джано			Анкета. Стихи. Пер. с груз.: Г. Серебряков	Наш современник	1972	12	83
Лось, Евдокия			Сгребают снег. Стихи. Пер. с белорус.: В. Корчагин	Наш современник	1972	12	83
Танк, Максим			Жар сердца. Стихи: «Надо мною — небо, солнце...» — Затмение солнца.— Желаю тебе... Пер. с белорус.: В. Корчагин	Наш современник	1972	12	45—46
Астафьев, Виктор			Ода русскому огороду. [Рассказ]	Наш современник	1972	12	47—72
Тельпугов, Виктор.			Ваза. [Рассказ о В. И. Ленине]	Наш современник	1961	1	3—5
Костерина, Нина.			Дневник Нины Костериной. [Публикация дневникакомсомолки-партизанки Великой Отечеств. войны. Напеч. с сокращениями]	Новый мир	1962	12	31-105
Боков, Виктор.			Хвастай, Москва! — «Когда у музы выходной...» —Тем, кто спешитпечататься. — Сберкнижка. — Писарь. —Журавли. [Стихи]	Наш современник	1962	6	111-11
Звягинцева, Вера.			Вечерний свет. — Тишина. — Искусство. [Стихи]	Наш современник	1962	6	114-11
Подляшук, Павел.			«Для памяти на завтра». [О дир. Перов. завода торг. машиностроения С.М. Медведеве. Очерк]	Наш современник	1962	6	116-13
Залесский, Виктор.			Раздумья перед занавесом. [Заметки о советском театре идраматургии]	Наш современник	1962	6	168-18
Фиш, Геннадий.			В стране гейзеров. Из поездки по Исландии	Наш современник	1962	6	190-208
Жак, Л.			В творческой мастерской М. Горького	Наш современник	1962	6	209-21
Сажин, Петр.			Сирень. Роман	Наш современник	1962	6	5-1
Эрлих, А.			Сашка Нетак. Рассказ	Наш современник	1963	1	129-151
Хузангай, Педер.			Чуваш. — Пушкин. — Амись. — «Тигушь-Тигушь!» [Стихи чуваш.поэта]	Наш современник	1963	1	13-14
Кутов, Ник.			«У нас на севере, на севере...» Стихи	Наш современник	1963	1	15
Бондарин, Сергей.			Мальчик с котомкой. Повесть	Наш современник	1963	1	15-8
Чихачев, Петр.			Календарь. Стихи	Наш современник	1963	1	152
Боровиков, Григорий.			На Терешке. Из летних скитаний	Наш современник	1963	1	153-16
Антонов, Сергей.			Идея и материал. Из бесед с молодыми литераторами	Наш современник	1963	1	162-19
Василевский, Виталий.			Снега Килиманджаро. [Из впечатлений о поездке по странамАфрики]	Наш современник	1963	1	216-24
Рождественский, Вс.			На Волге. — «Друзья мои!..» [Стихи]	Наш современник	1963	1	85-8
Лаптев, Юрий.			Не пойман, а вор! Пьеса в 3 актах	Наш современник	1963	1	87-12
Сырыщева, Татьяна.			Моя родина. — Родник. — Окно вагона. — «Кто теперь пленитсясказкой?..» [Стихи]	Наш современник	1963	2	04-65
Флеров, Николай,			Кола-река. — Балканы. — Субботний вечер. [Стихи]	Наш современник	1963	2	125-126
Фоломин, Ф.			Тишина. — «Небеса схватил руками...» [Стихи]	Наш современник	1963	2	126-127
Савинов, Евгений.			Главный автор. Стихи	Наш современник	1963	2	127-128
Колычев, Осип.			«Нес латыш ребенка-белоруса...» Стихи	Наш современник	1963	2	128
Титов, Василий.			Этюды: По оборышу. — Простое слово. — О леснике, Бальзаке и методе	Наш современник	1963	2	129-132
Шабаев, Э.			Пестря — Таежная быль. [Рассказ]	Наш современник	1963	2	133-142
Пешкин, И.			Про честь рабочую. [Очерки]	Наш современник	1963	2	156-169
Горький, М.			Разгром. (Впечатления на выставке). [О Всерос. выставке 1896 г. в Н.Новгороде. Очерк, опублик, в газ. «Нижегородский листок», 1896, 13 окт. С послесл. Л. М.Фарбера «Об очерке М. Горького «Разгром»]	Наш современник	1963	2	170-175
Дмитриева, Ц.			Щедрой души человек. [О творчестве П. А. Павленко]	Наш современник	1963	2	176-190
Лапшин, М.	Иванов, Л.		Василий Федоров. [О творчестве поэта]	Наш современник	1963	2	191-198
Лукашевич, Вадим.			Подорожники. Рассказы: Облака. — Юность. — Признание. —Сорока. — На Волге. — Восход. — Вечереет. — «Шлифованные» и самородки. —Завещание фуражира. — Осеннее солнце. — Песня Джека. — Рассказы латыша: Исповедьв полдень; Край земли; Рыжая кошка	Наш современник	1963	2	23-63
Атаров, Николай.			Погремушка. Рассказ	Наш современник	1963	2	3-22
Мельников, Юрий			Юность моя. — «Два мира...» — Высота. [Стихи]	Наш современник	1963	2	65-06
Дементьев, Андрей.			«Одаривает счастье нас по-разному...» — «В жизни часто бывает...»[Стихи]	Наш современник	1963	2	66
Белов, Василий.			Сельские рассказы: В лесу. — Дожинки. — Вовка-сатюк. — День за днем	Наш современник	1963	2	67-84
Аниканов, Владимир.			Человек, горы, снег. Рассказ	Наш современник	1963	2	85-91
Знаменский, Анатолий.			Клава. Рассказ	Наш современник	1963	3	111-122
Дальцева, М.			Все это так ясно... Рассказ	Наш современник	1963	3	123-128
Бредбери, Рэй.			Костюм цвета сливочного мороженого. [Рассказ америк писателя. Спредисл. ред.] Пер. с англ.: Ю. Сварновский	Наш современник	1963	3	129-145
Зеленко, Г.			Арктика — страна людей. [О высокоширотной экспедиции «Север-14»]. Изблокнота журналиста	Наш современник	1963	3	158-167
Кривицкий, Александр.			Узелки для памяти. [Из впечатлений о поездке в Бухарест иБудапешт]	Наш современник	1963	3	168-192
Телицын, Ю.			Осторожно — природа! [Об опасных последствиях осуществления проектапереброски вод сев. рек в Касп. море]. Полемич. заметки	Наш современник	1963	3	193-200
Кремлев, Илья.			Трубка «Крокодила». [Из истории журн. «Крокодил»]	Наш современник	1963	3	201-211
Шишов, Виктор.			Сергей Баруздин. [Лит. портрет]	Наш современник	1963	3	212-218
Ребрин, П.			Головырино, Головырино... (Социальные этюды)	Наш современник	1963	3	25-90
Мелешин, Станислав.			Рабочая ладонь. Рассказ	Наш современник	1963	3	3-24
Левушкин, Анатолий.			Алмазоград. Стихи	Наш современник	1963	3	91
Фофанова, Марианна.			Горная речка. Стихи	Наш современник	1963	3	92
Гордеев, Семен.			Тень Освенцима. Стихи	Наш современник	1963	3	93
Коршунов, Анатолий.			В полет. Стихи	Наш современник	1963	3	94
Приходько, Владимир.			Украина, Украина... Стихи	Наш современник	1963	3	94
Беседин, Николай.			Ермак. Стихи	Наш современник	1963	3	95
Сытина, Татьяна.			Убийство за занавесом. Рассказ	Наш современник	1963	3	96-110
Мяло, Иван.			Настенькины смотрины. Рассказ	Наш современник	1963	4	100-108
Осинин, Владимир.			Второе свидание. Стихи: «Любовь моя...» — «Сколько лет...» — «Черезсело мое родное...»	Наш современник	1963	4	109-110
Авраменко, Илья.			Четыре стихотворения: «Слезы первые — те, что как будто бы помнятсямне...» — «Во тьме хлестал грозовый ливень...» — «Туча пролилась...» — «Почему мнеприснилась неясного детства лужайка...»	Наш современник	1963	4	111-112
Мурзиди, Константин.			«Если хочешь ты счастья в пути...» — «Подбрасывая строчку дляначала...» — «Как всё, порой стираются слова...» — «С добрым глазом, с хваткоюрабочей...» [Стихи]	Наш современник	1963	4	113-114
Лубнин, Лев.			От зари до зари. [Очерк]	Наш современник	1963	4	115-137
Попов, Владимир.			Бесконечность лучшего. [О дир. завода «Запорожсталь» Л. Д. Юпко.Очерк]	Наш современник	1963	4	138-149
Ваксберг, Аркадий.			В поисках истины. Рассказы о криминалистике	Наш современник	1963	4	150-16
Сытин, В.			Совсем немного Парижа. [Путевые заметки]	Наш современник	1963	4	166-178
Залесский, В.	Кузнецова, И.		Люди и фильмы. Раздумья. Полемика	Наш современник	1963	4	179-197
Яшин, Александр.			С большой буквы. [Воспоминания о А. А.Фадееве]	Наш современник	1963	4	198-208
Скуратов, Михаил.			Сергей Марков. [О творчестве поэта]	Наш современник	1963	4	209-218
Льюис, Норман.			Вулканы над нами. Роман. Пер. с англ.: А. Старцев	Наш современник	1963	4	3-7
Носов, Е.			Моя Джомолунгма. Повесть	Наш современник	1963	4	77-99
Матов, Владимир.			Из воспоминаний охотника. [Рассказы]: Рассказ егеря. — ПокупкаВыжловки	Наш современник	1963	5	102—107
Голубков, Дмитрий.			Ода слову. —«Встал рассвет. Он юн и пунцов...» — Облака. — Лето.[Стихи]	Наш современник	1963	5	112—114
Пальман, Вячеслав.			Михайловский перевал. [О садоводческом совхозе «Михайловскийперевал». Зап. Кавказ. Очерк]	Наш современник	1963	5	115—121
Косолапов, В.			В наступление по всему идеологическому фронту! [К итогам июньскогоПленума ЦК КПСС по идеол. вопросам]	Наш современник	1963	5	133—142
Юфит, М.			Серебряная свадьба. Рассказ	Наш современник	1963	5	14—39
Фоменко, Лидия.			Река и капля. [Заметки о прозе, помещенной в лит. журналах РСФСР]	Наш современник	1963	5	182—190
Хавин, А.			За индустриализацию. [К истории издания одноим. газ.] Заметки журналиста	Наш современник	1963	5	191—204
Кудреватых, Л.			Запевалы из Кольцовки. [О коллективе колхоза им. Ленина. Вурнар. районЧуваш. АССР. Очерк 2]	Наш современник	1963	5	3—13
Льюис, Норман.			Вулканы над нами. Роман. Пер. с англ.: А. Старцев	Наш современник	1963	5	40—101
Яшин, Александр.			Лирика: Обнова. — В бору случилось невозможное. — На заячьих тропах. — Таруса. — Вешние воды	Наш современник	1963	6	137—139
Ваксберг, Аркадий.			В поисках истины. Рассказы о криминалистике	Наш современник	1963	6	152—163
Ковалевский, Александр.			Еще раз в защиту кедра. [Письмо в ред.]	Наш современник	1963	6	164—170
Поспелов, Геннадий.			Новосибирский Академгородок. Осень 1963 г. [Письмо в ред.]	Наш современник	1963	6	170 —172
Гура, Виктор.			Эстафета поколений. [О творчестве молодых вологод. поэтов]	Наш современник	1963	6	173—180
Кудреватых, Л.			Штрихи к портрету. О В. Иванове	Наш современник	1963	6	181—189
Славин, Лев.			Три встречи. [Из воспоминаний о писателях А. Платонове, В. Кине и Н. Лурье]	Наш современник	1963	6	190—197
Сотников, Николай.			Дедушка русского цирка. [К 100-летию со дня рожденяи В. Л. Дурова]	Наш современник	1963	6	198—205
Левченко, Ирина.			Люди, штурм, победа. Героич. быль	Наш современник	1963	6	3—68
Микулина, Елена.			Дуплянка. Повесть	Наш современник	1963	6	69—136
Куприн, А. И.			Илья Репин. [Очерк. Печатается по тексту париж. журн.«Иллюстрированная Россия» 1931 40. Подгот. П. Л. Вячеславов]	Наш современник	1964	1	102—103
Рыклин, Г.			Листки из блокнота. О М. Кольцове	Наш современник	1964	1	104—107
Полторацкий, Виктор.			Профиль пути. Повесть о жизни машиниста, рассказанная имсамим, с некоторыми дополнениями автора. Илл.: Ю. Петров	Наш современник	1964	1	18—59
Кешоков, Алим.			Столбы-усачи. — Кайсыну Кулиеву. — Четыре сестры. — Горное озеро.[Стихи]. Пер. с кабард.: Я. Козловский. Илл.: К. Багрова	Наш современник	1964	1	60—62
Перовский, Николай.			Прозренье. — Глоток воды. [Стихи]	Наш современник	1964	1	63
Колдуэлл, Эрскин.			Любовное гнездышко дяди Генри. [Рассказ америк. писателя]. Пер. сангл.: М. Кан. Илл.: Е. Шукаев	Наш современник	1964	1	65—67
